line_name,Stops,Frequency,Length (time),Length (km),type,east-west,year
A17,Roseneck - U-Bhf. Rüdesheimer Platz - Friedrich-Wilhelm-Platz - Kaisereiche - Titania-Palast - Rathaus Steglitz - Siemensstrasse Ecke Leopnorenstrasse - Bhf. Lichterfelde-Ost - Oberhofer Platz - Saaleckplatz (Lichterfelde),15,,,bus,both/unkown,1951
A9,"Arnswalder Platz, Elbingerstrasse - Königstor - Bhf. Alexanderplatz - Bhf. Friedrichstrasse - Chausseestrasse Ecke Invalidenstrasse - Scharnhorststrasse Ecke Kielerstrasse",,,,bus,both/unkown,1951
A2,"Rathaus Zehlendorf - Berlinerstrasse Ecke Seehofstrasse - Habelschwerdter Allee Ecke Unter den Eichen - Hindenburgdamm Ecke Schloßstrasse - Feuerbachstrasse Ecke Bismarckstrasse - Stadtpark Steglitz - Siemensstrasse Ecke Leonorenstrasse - Lankwitz, Kirche - Lankwitz, Trippsteinstrasse",10,,,bus,both/unkown,1951
A27,Müggelheim (An der Großen Krampe) - Prinzengarten - Chausseehaus - Köpenicker Krankenhaus - Bahnhofstrasse Ecke Lindenstrasse - Bhf. Köpenick - Hoppendorferstrasse - Chemnitzerstrasse Ecke Ulmenstrasse - Chemnitzerstrasse Ecke Alt-Kaulsdorf - Bhf. Kaulsdorf,40,,,bus,both/unkown,1951
A3,"Rathaus Zehlendorf - U-Bhf. Oskar-Helene-Heim - U-Bhf. Onkel-Toms-Hütte - U-Bhf. Krumme Lanke - Bhf. Zehlendorf-West - Potsdamer Chaussee Ecke Spanische Allee - Bhf. Nikolassee - Bhf. Wannsee - Rathaus Wannsee - Stölpchensee, Wilhelmplatz",8,,,bus,both/unkown,1951
A31,"Staaken, Heidelbergplan - Bhf. Staaken - Magistratsweg Ecke Brunsbütteler Damm - Spandau, Rathaus - Bhf. Spandau",10,,,bus,both/unkown,1951
A32 (Obus),"Breitenbachplatz - Rathaus Steglitz - Stadtpark Steglitz - Siemensstrasse Ecke Leonorenstrasse - Lankwitz, Kirche - Marchandstrasse/Lankwitzer Ring - Marienfelder Allee Ecke Lankwitzstrasse - Bhf. Marienfelde",12,,,bus,both/unkown,1951
A33 (Obus),"Bhf. Steglitz - Stadtpark Steglitz - Bhf. Südende - Bhf. Mariendorf - Kaiserstrasse/Ringstrasse - Mariendorf, Kaiserstrasse Ecke Mariendorfer Damm",8,,,bus,both/unkown,1951
A34,"Spandau, Askanierring - Rathaus Spandau - Heerstrasse Ecke Pichelsdorferstrasse - Zur Haveldüne (Weinmeisterhöhe) - Gatow, Kirche - Badewiese Ecke Kladower Damm - Gatow, Flugplatz - Neukladowerallee Ecke Kladower Damm - Alt-Kladow, Kladow",30,,,bus,both/unkown,1951
A35,"S-Bhf. Tegel - Freie Scholle (Schollenhof) - Bhf. Waidmannslust - Am Vierrutenberg - Lübars, Dorfplatz",30,,,bus,both/unkown,1951
A36,"S-Bhf. Grünau - Bohnsdorf, Kirche - Falkenhöhe - Waltersdorfer Chaussee (Spinne) - Schönefeld, Dorfplatz",30,,,bus,both/unkown,1951
A37,"Bhf. Lichtenberg - Friedrichsfelde, Schloßstrasse - S-Bhf. Biesdorf - Cäcilienstrasse - Geißenweide, Elisabethstrasse - Alt-Marzahn, Kirche",20,,,bus,both/unkown,1951
A38,"Bhf. Grünau - Bohnsdorf, Sportplatz - Schulzendorferstrasse Ecke Parchwitzerstrasse - Walterdorferstrasse Ecke Waldstrasse",20,,,bus,both/unkown,1951
A39,"Wartenbergerstrasse Ecke Falkenbergerstrasse - Falkenberger Chaussee - Bhf. Ahrensfelde - Birkholzer Weg - Wartenberg, Siedlung",20,,,bus,both/unkown,1951
A3E,"U-Bhf. Oskar-Helene-Heim - Clayallee Ecke Potsdamerstrasse - Berlinerstrasse Ecke Seehofstrasse - Dahlemer Weg Ecke Seehofstrasse - Lichterfelde, Osteweg",30,,,bus,both/unkown,1951
A4,Rathaus Schöneberg - Martin-Luther-Strasse Ecke Hauptstrasse - Kaiser-Wilhelm-Platz - U-Bhf. Flughafen - U-Bhf. Boddinstrasse - Rathaus Neukölln,7.5,,,bus,both/unkown,1951
A40,"Schlesischer Bhf./Ostbahnhof, Madaistrasse - Frankfurter Allee - Königstor - Schönhauser Tor - Rosentaler Platz - Oranienburger Tor - Robert-Koch-Platz",20,,,bus,both/unkown,1951
A41,"Dimitroffstrasse Ecke Leninallee - Oderbruchstrasse/Steuerhaus - Weißenseer Weg Ecke Landsbergerstrasse - Gensierstrasse Ecke Landsbergerstrasse - Dingelstädterstrasse (Hohenschönhausen) Ecke Landsbergerstrasse - Marzahn, Bürknersfelde",30,,,bus,both/unkown,1951
A42,"Ostseestrasse Ecke Prenzlauer Allee - Hamburger Platz (Weißensee) - Gustav-Adolf-Strasse Ecke Rennbahnstrasse - Heinersdorf, Kirche - Alt-Blankenburg, Kirche - Alt-Karow, Kirche - Alt-Buch, Kirche - Buch, Zepernickerstrasse (Ludwig-Hoffmann-Krankenhaus)",20,,,bus,both/unkown,1951
A43,"U-Bhf. Friedrichsfelde - Schloßstrasse Ecke Alt-Friedrichsfelde - Bhf. Friedrichsfelde-Ost - Springpfuhl - Pekrunstrasse, Marzahn",40,,,bus,both/unkown,1951
A44,"Bhf. Mahlsdorf, Wodanstrasse - Greifswalderstrasse Ecke Hönowerstrasse - Hönow, Dorfstrasse (Schule)",20,,,bus,both/unkown,1951
A45,"Wilhelmsruh, Fontanestrasse - Hauptstrasse Ecke Edelweißstrasse - Edelweißstrasse Ecke Germanenstrasse - Bismarckstrasse Ecke Seckenderstrasse - Grabbeallee Ecke Seckenderstrasse - Breitestrasse Ecke Wollankstrasse - Breitestrasse Ecke Berlinerstrasse - Berlinerstrasse Ecke Kissingenstrasse - Prenzlauer Promenade Ecke Berlinerstrasse - Langhansstrasse Ecke Prenzlauerallee - Gustav-Adolf-Strasse Ecke Pistoriusstrasse - Berliner Allee Ecke Wörthstrasse - Weißensee, Lindenallee",20,,,bus,both/unkown,1951
A5,"Falkensee, Hansastrasse Ecke Friedrich-Engel-Strasse - Falkensee, Rathaus - Falkenhöhe/Zonengrenze - Falkenhagener Chaussee Ecke Zeppelinstrasse - Seegefelderstrasse Ecke Zeppelinstrasse - Spandau, Rathaus",10,,,bus,both/unkown,1951
A6,Kladow/Hottengrund - Alt-Kladow/Postamt - Seekorso - Groß-Glienick/Gutshof,60,,,bus,both/unkown,1951
A7,"Pankow, Elsa-Brandströmstrasse - Pankow, Kirche - Pankow, Rathaus - Bismarckplatz - Ossietzkyplatz - Nordend, Schillerstrasse - Blankenfelde, Hauptstrasse - Schildow, Breitestrasse",20,,,bus,both/unkown,1951
A8,"U-Bhf. Friedrichsfelde - Gregoroviusweg (Gymnasium) - Gleiwitzerstrasse Ecke Köpenickerstrasse - Chamnitzerstrasse Ecke Ulmenstrasse - Kaulsdorf, Sadowastrasse",20,,,bus,both/unkown,1951
A19,Potsdamer Platz/Leipziger Platz - Kaiserhof/Thälmannplatz - Karlplatz - Neues Tor - Stettiner Bhf./Nordbahnhof,15,,,bus,both/unkown,1951
B I,Innsbrucker Platz - Bayerischer Platz - Viktoria-Luise-Platz - Nollendorfplatz - Kurfürstenstrasse - Gleisdreieck - Möckernbrücke - Hallesches Tor - Prinzenstrasse - Kottbusser Tor,12.5,,,u-bahn,both/unkown,1951
B II,Warschauer Brücke - Schlesisches Tor - Görlitzer Bahnhof - Kottbusser Tor - Prinzenstrasse - Hallesches Tor - Möckernbrücke - Gleisdreieck - Kurfürstenstrasse - Nollendorfplatz - Wittenbergplatz - Uhlandstrasse,12.5,,,u-bahn,both/unkown,1951
C I,Seestraße - Leopoldplatz - Bahnhof Wedding - Reinickendorfer Straße - Walter-Ulbricht-Stadion - Nordbahnhof - Oranienburger Tor - Friedrichstraße - Französische Straße - Stadtmitte - Kochstraße - Hallesches Tor - Mehringdamm - Gneisenaustraße - Südstern - Hermannplatz - Rathaus Neukölln - Karl-Marx-Straße - Neukölln (Südring) - Grenzallee,10,,,u-bahn,both/unkown,1951
C II,Mehringdamm - Flughafen - Paradestrasse - Tempelhof (Südring),10,,,u-bahn,both/unkown,1951
D,Gesundbrunnen - Voltastr. - Bernauer Str. - Rosenthaler Platz - Weinmeisterstr. - Alexanderplatz - Jannowitzbrücke - Neanderstr. - Moritzplatz - Kottbusser Tor - Schönleinstraße - Hermannplatz - Boddinstr. - Leinestr.,10,,,u-bahn,both/unkown,1951
E,Friedrichsfelde - Lichtenberg - Magdalenenstraße - Stalinallee - Samariterstraße - Bersarinstraße - Marchlewskistraße - Strausberger Platz - Schillingstraße - Alexanderplatz,10,,,u-bahn,both/unkown,1951
KBS 100,Gesundbrunnen - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Stalinallee - Ostkreuz - Treptower Park - Sonnenallee - Neukölln - Hermannstr. - Tempelhof - Papestr. - Schöneberg - Innsbrucker Platz - Wilmersdorf - Schmargendorf - Hohenzollerndamm - Halensee - Westkreuz - Witzleben - Westend - Jungfernheide - Beusselstr. - Putlitzstr. - Wedding - Gesundbrunnen,,,,s-bahn,both/unkown,1951
KBS 100a,Wilmersdorf - Innsbrucker Platz - Schöneberg - Papestr. - Tempelhof - Hermannstr. - Neukölln - Köllnische Heide - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Grünau,,,,s-bahn,both/unkown,1951
KBS 100b,Jungfernheide - Wernerwerk - Siemensstadt - Gartenfeld,,,,s-bahn,both/unkown,1951
KBS 100d,Schöneweide - Oberspree - Spindlersfeld,,,,s-bahn,both/unkown,1951
KBS 101,Staaken - Spandau West - Spandau - Pichelsberg - Reichssportfeld - Heerstr. - Eichkamp - Westkreuz - Charlottenburg - Savignyplatz - Zoologischer Garten - Tiergarten - Bellevue - Lehrter Stadtbahnhof - Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Neu-Lichtenberg - Lichtenberg - Friedrichsfelde Ost - Biesdorf - Kaulsdorf - Mahlsdorf - Hoppegarten (Mark) - Neuenhagen (b Bln) - Fredersdorf (b Bln) - Giebelsee - Strausberg,,,,s-bahn,both/unkown,1951
KBS 102,Potsdam - Babelsberg - Griebnitzsee - Wannsee - Nikolassee - Grunewald - Westkreuz - Charlottenburg - Savignyplatz - Zoologischer Garten - Tiergarten - Bellevue - Lehrter Stadtbahnhof - Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Rummelsburg - Betriebsbahnhof Rummelsburg - Karlshorst - Wuhlheide - Köpenick - Hirschgarten - Friedrichshagen - Rahnsdorf - Wilhelmshagen - Erkner,,,,s-bahn,both/unkown,1951
KBS 103,Falkensee - Albrechtshof - Spandau West - Spandau - Pichelsberg - Reichssportfeld - Heerstr. - Eichkamp - Westkreuz - Charlottenburg - Savignyplatz - Zoologischer Garten - Tiergarten - Bellevue - Lehrter Stadtbahnhof - Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Treptower Park - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Grünau - Eichwalde (Kreis Teltow) - Zeuthen - Wildau - Königs Wusterhausen,,,,s-bahn,both/unkown,1951
KBS 104,Oranienburg - Lehnitz - Borgsdorf - Birkenwerder - Hohen-Neuendorf (b Bln) - Frohnau - Hermsdorf - Waidmannslust - Wittenau (Nordbahn) - Wilhelmsruh - Schönholz - Wollankstrasse - Bornholmer Str. - Gesundbrunnen - Humboldthain - Nordbahnhof - Oranienburger Str. - Friedrichstr. - Unter den Linden - Potsdamer Platz - Anhalter Bahnhof - Großgörschenstr. - Schöneberg - Friedenau - Feuerbachstr. - Steglitz - Botanischer Garten - Lichterfelde West - Sundgauer Str. - Zehlendorf - Zehlendorf West - Schlachtensee - Nikolassee - Wannsee,,,,s-bahn,both/unkown,1951
KBS 104a,Zehlendorf - Düppel,,,,s-bahn,both/unkown,1951
KBS 105,Velten (Mark) - Hohenschöpping - Hennigsdorf (Kr Oberhavel) - Heiligensee - Schulzendorf (b Tegel) - Tegel - Eichbornstr. - Wittenau (Kremmener Bahn) - Reinickendorf - Schönholz - Wollankstrasse - Bornholmer Str. - Gesundbrunnen - Humboldthain - Nordbahnhof - Oranienburger Str. - Friedrichstr. - Unter den Linden - Potsdamer Platz - Anhalter Bahnhof,,,,s-bahn,both/unkown,1951
KBS 105b,Nordbahnhof - Oranienburger Str. - Friedrichstr. - Unter den Linden - Potsdamer Platz - Anhalter Bahnhof - Yorckstr. - Papestr. - Priesterweg - Mariendorf - Marienfelde - Buckower Ch. - Lichtenrade - Mahlow - Blankenfelde (Kr. Teltow) - Dahlewitz - Rangsdorf,,,,s-bahn,both/unkown,1951
KBS 106,Bernau (b Bln) - Zepernick (Kr Niederbarnim) - Röntgental - Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow-Schönhausen - Bornholmer Str. - Gesundbrunnen - Humboldthain - Nordbahnhof - Oranienburger Str. - Friedrichstr. - Unter den Linden - Potsdamer Platz - Anhalter Bahnhof - Yorckstr. - Papestr. - Priesterweg - Südende - Lankwitz - Lichterfelde Ost - Lichterfelde Süd - Teltow,,,,s-bahn,both/unkown,1951
Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Kladow - Wannsee,60,20,,Fähre,West,1951
