,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
1423,1424,Wuhlheide,s-bahn,KBS 102,"52.4689,13.5533",Q800514,1346,KBS 102,Berlin Wuhlheide station
1424,1425,Wundtstrasse Ecke Neue Kantstrasse,bus,AS4,,,,,
1425,1426,Yorckstr.,s-bahn,"KBS 100d,KBS 100c","52.491777777778,13.372141666667",Q21776729,1347,"KBS 105,KBS 106",Yorckstraße station
1426,1427,Yorckstrasse,bus,A28,"52.49358813377981, 13.384967556749217",nan,1348,A28,"Yorckstrasse, Rathaus Kreuzberg"
1427,1428,Yorckstrasse,strassenbahn,96,"52.492901206042376, 13.387766831697483",nan,1349,96,Yorckstrasse Ecke Mehringdamm
1428,1429,Zabel-Krüger-Damm,bus,"A12,A12S","52.60786610541416, 13.323845802997752",nan,1350,A12,Zabel-Krüger-Damm & Oraniendamm
1429,1430,Zappoter/Oeynhauser Strasse,bus,A60,"52.47331132628728, 13.298669291589876",nan,1351,A60,Zappoter/Oeynhauser Strasse
1430,1431,Zehlendorf,s-bahn,"KBS 100f,KBS 100e","52.4309,13.2584",Q737962,1352,"KBS 104,KBS 104a",Berlin-Zehlendorf station
1431,1432,Zeltinger Platz,bus,"A15,A12,A12S",,,,,
1432,1433,Zentralflughafen,bus,A36,,,,,
1433,1434,Zentralflughafen Berlin-Schönefeld,s-bahn,"KBS 106a,KBS 103a",,,,,
1434,1435,Zentralschule,bus,A22,"52.43465069286089, 13.703692212644038 ",nan,1353,A22,Zentralschule 
1435,1436,Zentralviehhof,s-bahn,"KBS 106a,KBS 104,KBS 106","52.5238,13.4644",Q800512,1354,"KBS 103a,KBS 106",Berlin Storkower Straße station
1436,1437,Zepernick (b Bernau),s-bahn,KBS 106,"52.6598,13.5342",Q801657,1355,KBS 106,nan
1437,1438,Zeuthen,s-bahn,KBS 103,"52.3486,13.6274",Q8069824,1356,KBS 103,Zeuthen railway station
1438,1439,Ziekowstrasse Ecke Gorkistrasse,bus,A14,,,,,
1439,1440,Zimmererweg Ecke Buckower Damm,bus,A91,,,,,
1440,1441,Zitadellenweg,strassenbahn,55,"52.5377758132997, 13.217204249093342",nan,1359,55,Zitadellenweg
1441,1442,Zobeltitzstrasse,bus,A61,,,,,
1442,1443,Zoologischer Garten,s-bahn,"KBS 100h,KBS 100g,KBS 100k","52.507222222222,13.3325",Q111326238,1361,"KBS 101,KBS 102",S-Bahnhof Berlin Zoologischer Garten
1443,1444,Zoologischer Garten,u-bahn,"A I,G","52.5058669,13.3330236",Q4024764,1362,"A I,B I",Zoologischer Garten metro station
1444,1445,Zossener Strasse,bus,A28,"52.49160676567746, 13.394443897793668",nan,1363,A28,Zossener Strasse Ecke Gneisenaustrasse
1445,1446,Zossener Strasse Ecke Blücherstrasse,strassenbahn,95,"52.49622054069677, 13.395106811633234",nan,1364,95,nan
1446,1447,Zum Heckeshorn,bus,A51,"52.43307505069834, 13.164008736441371",nan,1365,A51,Zum Heckeshorn Ecke Am Großen Wannsee
1447,1448,Zweibrücker Strasse,bus,A63,,,,,
1448,1449,Zühlsdorf,bus,AS,,,,,
