Column,stop_name,type,in_lines,location,identifier,coordinate location,previous_in_lines,stop_description
2007,U-Bhf. Kochstrasse,bus,{'29'},"52.50671681198136, 13.39050851293067",,,,
2008,U-Bhf. Konstanzer Strasse,bus,{'1'},"52.49370028890023, 13.309995875980734",,,"{'1', '74'}+ {'74', '1'}",
2009,U-Bhf. Kottbusser Damm,bus,{'41'},"52.49276489731471, 13.422245830499508",,,['41']+ {'41'}+ {'41'},
2010,U-Bhf. Kottbusser Tor,bus,"{'28', '41'}","52.499122758255055, 13.4182411702772",,,"['41', '28']+ {'41', '28'}+ {'41', '28'}",
2011,U-Bhf. Krumme Lanke,bus,"{'3', '53'}","52.44308074990891, 13.24046555211665",,,"['53', '3']+ {'3', '53'}+ {'53', '3'}",
2012,U-Bhf. Kurfürstendamm,bus,"{'73', '19', '69', '29'}","52.503774788766066, 13.33108911416442",,,,
2013,U-Bhf. Kurfürstenstrasse,bus,"{'48', '87', '83'}","52.49974115526637, 13.362794138139881",,,,
2014,U-Bhf. Kurt-Schumacher-Platz,bus,"{'8', '61', '62'}","52.56338157214657, 13.32719915637487",,,"['8', '62', '21']+ {'8', '21', '62'}+ {'21', '8', '62', '61'}",
2015,U-Bhf. Leinestrasse,bus,{'91'},"52.472634832836185, 13.428552064915147",,,{'91'}+ {'91'},
2016,U-Bhf. Leopoldplatz,bus,"{'16', '12', '64'}","52.54638728410018, 13.359182634014466",,,,
2017,U-Bhf. Lipschitzallee,bus,{'91'},"52.42444513654695, 13.463349781785976",,,,
2018,U-Bhf. Magdalenenstrasse,bus,{'109'},"52.512459802712385, 13.48733613628432",,,,
2019,U-Bhf. Mehringdamm,bus,"{'28', '19'}","52.49515666726518, 13.389395498893041",,,"['28', '19']+ {'28', '19'}+ {'28', '19'}",
2020,U-Bhf. Mierendorffplatz,bus,"{'89', '72'}","52.525772786049906, 13.30604190365007",,,"{'89', '72'}+ {'72', '89'}",
2021,U-Bhf. Moritz-Platz,bus,{'29'},"52.50364551269473, 13.410714750030955",,,['29']+ {'29'},
2022,U-Bhf. Moritzplatz,bus,{'41'},"52.50366899509004, 13.41055755394872",,,"['41', '75']+ {'41'}+ {'41', '75'}",
2023,U-Bhf. Nauener Platz,bus,"{'72', '16', '64'}","52.55154684692125, 13.367349061127232",,,,
2024,U-Bhf. Neu-Westend,bus,{'4'},"52.51625397204876, 13.260832878941526",,,['4']+ {'4'}+ {'4'},
2025,U-Bhf. Neukölln,bus,{'77'},"52.46951739972892, 13.44165342826323",,,['65']+ {'65'}+ {'65'},
2026,U-Bhf. Nollendorfplatz,bus,"{'16', '19'}","52.49948296769738, 13.354123408432695",,,"['16', '19']+ {'19', '16'}+ {'16', '19'}",
2027,U-Bhf. Onkel Toms Hütte,bus,{'3'},"52.4507378741821, 13.253556704842808",,,['3']+ {'3'}+ {'3'},
2028,U-Bhf. Oskar-Helene-Heim,bus,"{'10', '18', '50', '11'}","52.450931264455825, 13.27065104602788",,,,
2029,U-Bhf. Osloer Strasse,bus,"{'89', '22', '61', '72'}","52.55674549347816, 13.373720730785353",,,,
2030,U-Bhf. Pankow,bus,{'101'},"52.56721533989539, 13.412199219637507",,,"['55', '52', '50', '7', '33']+ {'50', '7', '52', '55', '33'}+ {'52', '7', '55', '50', '33'}",
2031,U-Bhf. Pankow,strassenbahn,"{'121', '46', '49'}","52.5675692,13.4121641",Q65055075,"52.5675692,13.4121641",,
2032,U-Bhf. Pankow (Vinetastrasse),strassenbahn,{'22'},"52.5596168,13.413232",Q65075426,"52.5596168,13.413232",,
2033,"U-Bhf. Pankow, Vinetastrasse",bus,{'7'},"52.55880390224055, 13.413669704079608",,,,
2034,U-Bhf. Pankstrasse,bus,"{'70', '64'}","52.55235444346452, 13.381505547044023",,,"['61', '70', '99']+ {'99', '64', '61', '70'}+ {'70', '99', '64', '61'}",
2035,U-Bhf. Paracelsus-Bad,bus,"{'22', '12', '61'}","52.57443971733931, 13.347068102809395",,,,
2036,U-Bhf. Parchimer Allee,bus,{'25'},"52.44566869961195, 13.44991915431808",,,['25']+ {'25'}+ {'25'},
2037,U-Bhf. Paulsternstrasse,bus,{'10'},"52.53816714494798, 13.247753790135901",,,,
2038,U-Bhf. Platz der Luftbrücke,bus,"{'96', '84', '19'}","52.485530310741844, 13.386064080140601",,,,
2039,U-Bhf. Prinzenstrasse,bus,{'28'},"52.49839367957166, 13.405851868580935",,,{'28'},
2040,U-Bhf. Rathaus Neukölln,bus,{'4'},"52.48087081333717, 13.435364974946072",,,{'4'},
2041,U-Bhf. Rathaus Spandau,bus,"{'80', '5', '92', '97', '63', '34', '56', '13', '31', '54'}","52.534578361518356, 13.199490942441287",,,,
2042,U-Bhf. Rathaus Steglitz,bus,"{'17', '68', '85'}","52.4557193734982, 13.320902177015695",,,"['32', '88', '86', '85', '17', '48', '30']+ {'32', '68', '17', '30', '85', '86', '88', '48'}+ {'68', '85', '86', '48', '17', '88', '32'}",
2043,U-Bhf. Rathaus Steglitz/Kreisel,bus,"{'86', '32', '30'}","52.4556485263614, 13.31954624650909",,,,
2044,U-Bhf. Rathaus Steglitz/S-Bhf. Rathaus Steglitz,bus,{'48'},"52.45577713336917, 13.320860842643132",,,,
2045,U-Bhf. Rathaus Steglitz/S-Bhf. Steglitz,bus,"{'86', '88'}","52.4557193734982, 13.320902177015695",,,,
2046,U-Bhf. Reinickendorfer Strasse,bus,"{'71', '72', '70', '83', '90', '12'}","52.54048249942221, 13.369527061101289",,,,
2047,U-Bhf. Residenzstrasse,bus,{'61'},"52.57039275241645, 13.360859965213606",,,,
2048,U-Bhf. Richard-Wagner-Platz,bus,{'54'},"52.51745457872731, 13.306577542724405",,,"['87', '62', '54']+ {'54', '62', '87'}+ {'87', '54'}",
2049,U-Bhf. Rohrdamm,bus,"{'10', '23', '72'}","52.53703278361051, 13.261339673843889",,,"['23', '55', '10', '99']+ {'99', '10', '23', '55', '72'}+ {'55', '99', '10', '23', '72'}",
2050,U-Bhf. Rosa-Luxemburg-Platz,strassenbahn,"{'71', '70', '24', '20', '18', '11', '28'}","52.5286105,13.4104123",Q65690179,"52.5286105,13.4104123",,
2051,U-Bhf. Rosa-Luxemburg-Platz,strassenbahn,{'108'},"52.5286105,13.4104123",Q65690179,"52.5286105,13.4104123",,
2052,U-Bhf. Rudow,bus,"{'57', '58', '41'}","52.41575002227456, 13.49646014471922",,,,
2053,U-Bhf. Ruhleben,bus,"{'5', '56', '54', '35'}","52.52596833151868, 13.241478578696297",,,"['80', '35', '54', '5', '31', '56']+ {'56', '54', '35', '5', '31'}+ {'80', '35', '56', '54', '5'}",
2054,U-Bhf. Rüdesheimer Platz,bus,{'86'},"52.4720831087791, 13.314909778144818",,,['17']+ {'17'}+ {'17'},
2055,U-Bhf. S-Bhf. Zoologischer Garten,bus,{'9'},"52.50712154698941, 13.333371961734354",,,,
2056,U-Bhf. Scharnweber Strasse,bus,{'21'},"52.56723085204371, 13.311435188438125",,,{'21'}+ {'21'},
2057,U-Bhf. Schlesisches Tor,bus,{'28'},"52.50108419874335, 13.441971259873345",,,['28']+ {'28'}+ {'28'},
2058,U-Bhf. Schloßstrasse,bus,"{'86', '48', '85', '33'}","52.46150696581942, 13.325033972730989",,,"['86', '17', '48', '85', '33']+ {'17', '85', '86', '33', '48'}+ {'85', '86', '48', '17', '33'}",
2059,U-Bhf. Seestrasse,bus,"{'89', '12'}","52.55034070697526, 13.35226808382855",,,,
2060,U-Bhf. Siemensdamm,bus,"{'23', '72'}","52.53611103819574, 13.273983136736893",,,"['55']+ {'55', '72'}+ {'55', '23', '72'}",
2061,U-Bhf. Sophie-Charlotte-Platz,bus,{'74'},"52.51087342754732, 13.295551394633538",,,{'74'}+ {'74'},
2062,U-Bhf. Südstern,bus,{'28'},"52.48911192041882, 13.407868588860385",,,['28']+ {'28'}+ {'28'},
2063,U-Bhf. Tegel,bus,"{'15', '20', '13', '14', '98'}","52.589503132547385, 13.283630715732999",,,,
2064,U-Bhf. Tempelhof,bus,"{'28', '68'}","52.4698750992553, 13.38558705982547",,,"['28']+ {'68', '28'}+ {'28', '68'}",
2065,U-Bhf. Theodor-Heuss-Platz,bus,"{'94', '4'}","52.50993781856294, 13.272721616652856",,,"['94', '4']+ {'4', '92'}+ {'4', '92', '94'}",
2066,U-Bhf. Tierpark,strassenbahn,"{'17', '16', '19'}","52.4967571,13.5240205",Q65952907,"52.4967571,13.5240205",,
2067,U-Bhf. Turmstrasse,bus,"{'24', '72', '70', '90'}","52.52632424312701, 13.341455452869354",,,"['24', '70']+ {'24', '72', '90', '70'}+ {'70', '72', '24', '90'}",
2068,U-Bhf. Uhlandstr,bus,{'29'},"52.50266739474818, 13.32600692857198",,,['29']+ {'29'},
2069,U-Bhf. Uhlandstrasse,bus,"{'60', '19', '9'}","52.50265361682102, 13.325826367165941",,,"['9', '19']+ {'9', '19'}+ {'9', '19'}",
2070,U-Bhf. Voltastrasse,bus,{'71'},"52.541952589312174, 13.393136811765974",,,{'90'}+ {'90'},
2071,U-Bhf. Walter-Schreiber-Platz,bus,{'86'},"52.46536396367748, 13.328851481984612",,,,
2072,U-Bhf. Walther-Schreiber-Platz,bus,"{'85', '81', '48', '2', '76'}","52.46514662302568, 13.328471151123626",,,"['2', '81', '86', '17', '48', '85']+ {'76', '2', '17', '81', '85', '86', '48'}+ {'81', '76', '85', '86', '48', '17', '2'}",
2073,U-Bhf. Wedding,bus,"{'83', '12'}","52.544296601785504, 13.369913083294957",,,,
2074,U-Bhf. Westphalweg,bus,{'33'},"52.4456019528536, 13.38577421076825",,,['33']+ {'33'}+ {'33'},
2075,U-Bhf. Wilmersdorfer Strasse,bus,{'94'},"52.506661932176044, 13.306708142985045",,,"{'92'}+ {'74', '66'}+ {'92'}, {'74', '94'}",
2076,U-Bhf. Wittenbergplatz,bus,"{'73', '19', '85', '29'}","52.50185450031939, 13.342852288906943",,,,
2077,U-Bhf. Yorckstrasse/S-Bhf. Großgörschenstrasse,bus,{'19'},"52.49297783682016, 13.369476350845666",,,,
2078,U-Bhf. Zitadelle,bus,{'13'},"52.537460610866006, 13.218147998715345",,,,
2079,U-Bhf. Zwickauer Damm,bus,{'57'},"52.42316772174534, 13.484176739454373",,,['57']+ {'57'}+ {'57'},
2080,U-Bhf./S-Bhf. Gesundbrunnen,bus,"{'71', '64'}","52.54861944950301, 13.387947488953557",,,,
2081,U-Bhf./S-Bhf. Zoologischer Garten,bus,"{'69', '94', '90', '54', '60', '73'}","52.50655562209984, 13.331571936951352",,,,
2082,U-Bhf. Residenzstrasse,bus,{'8'},"52.57039320589556, 13.360854967673125",,,,
2083,Uferstrasse,bus,{'64'},"52.553751151259604, 13.377195894246665",,,,
2084,Uhlandstr,u-bahn,{'3'},"52.5025,13.325555555556",Q568224,"52.5025,13.325555555556",,
2085,Uhlandstrasse,bus,{'69'} ; {'50'},"52.50004135345403, 13.324885191019314 ; 52.49371867338476, 13.323534918277579",,,,
2086,Uhlandstrasse/Kantstrasse,bus,"{'60', '94'}","52.50562243261751, 13.325739472894222",,,,
2087,Ullsteinstrasse,bus,{'81'},"52.452704262109435, 13.384518474474996",,,,
2088,Ullsteinstrasse,u-bahn,{'6'},"52.453775,13.384302777778",Q637870,,['6']+ {'6'}+ {'6'},
2089,Unter den Eichen,bus,{'1'},"52.44569751428511, 13.293721225776153",,,,
2090,Urbanstrasse,bus,{'28'},"52.49197792621568, 13.41266622804356",,,['28']+ {'28'}+ {'28'},
2091,Urnenhain,bus,{'91'},"52.42820974974683, 13.434990399338751",,,,
2092,Usedomer Strasse/Feldstrasse,bus,"{'71', '12'}","52.53888637976804, 13.385930107675287",,,,
2093,VEB Berlin-Chemie,bus,{'23'},"52.43374828113537, 13.556312033894333",,,['23']+ {'23'}+ {'23'},
2094,VEB Berlin-Chemie,strassenbahn,"{'124', '86'}","52.42497560376408, 13.574846834399601",,,,
2095,VEB Gummiwerke,strassenbahn,"{'21', '13'}","52.49294832547379, 13.490882014435401",,,"{'13', '21'}",
2096,VEB Yachtwerft,strassenbahn,"{'83', '83E', '85'}","52.434329403493905, 13.571443963074454",,,,
2097,Veltheimstrasse/Berliner Strasse,bus,{'12'},"52.62758079235483, 13.311352772559681",,,,
2098,Verw.-Geb./Luftfracht,bus,"{'9', '8'}","52.549474329146136, 13.2958149065511",,,,
2099,Vetschauer Allee,strassenbahn,"{'124', '86'}","52.3864124,13.633786",Q66459670,"52.3864124,13.633786",,
2100,Viersener Strasse,bus,{'63'},"52.54020417705652, 13.17462661157195",,,{'63'}+ {'63'},
2101,Viktoria-Luise-Platz,u-bahn,{'4'},"52.496161111111,13.342702777778",Q178685,,['4']+ {'4'}+ {'4'},
2102,Vogelsang,bus,"{'17', '10'}","52.459362000019354, 13.28035977582278",,,,
2103,Vollkropfgraben,strassenbahn,"{'124', '86'}","52.4386665,13.5714889",Q66493847,"52.4386665,13.5714889",,
2104,Voltastrasse,u-bahn,{'8'},"52.542093,13.393022",Q663308,,['8']+ {'8'}+ {'8'},
2105,Von-Laue-Strasse,bus,{'1'},"52.44392018386631, 13.28880433242696",,,,
2106,Wachsmuthstrasse/Waldseeweg,bus,{'12'},"52.620958222385056, 13.313247342351842",,,,
2107,Wackerweg,bus,{'21'},"52.57484803470679, 13.313073485707461",,,,
2108,Waghäuseler Strasse,bus,{'74'},"52.48391612851139, 13.330974926061291",,,,
2109,Waidmannslust,s-bahn,{'2'},"52.6064,13.321",Q800492,,['KBS 152']+ {'152'},
2110,Waidmannslust Titiseestrasse,bus,{'22'},"52.607542589578465, 13.332434343087694",,,['22']+ {'22'}+ {'22'},
2111,Waidmannsluster Damm ; Waidmannsluster Damm ; Waidmannsluster Damm Ecke Ziekowstrasse,bus,"{'15', '13', '14', '98'} ; {'22'} ; {'20'}","52.59385866541049, 13.280950113431796 ; 52.60786798993418, 13.32376712376943 ; 52.59603927421264, 13.291652443332602",,,,
2112,Waldallee,bus,{'34'},"52.46585246157999, 13.128758713350397",,,,
2113,Waldemarstrasse,bus,{'28'},"52.503273578686354, 13.420663777760113",,,,
2114,Walderseestrasse,bus,{'16'},"52.56130330207166, 13.364749642059047",,,,
2115,Waldfriedhof,bus,{'3'} ; {'11'},"52.42592956341797, 13.209097057629194 ; 52.4550624189411, 13.2660541312019",,,,
2116,Waldhornstrasse,bus,{'20'},"52.602876009723424, 13.308144548131306",,,,
2117,Waldkrankenhaus,bus,{'5'},"52.56214542863615, 13.158340085815741",,,['5']+ {'5'}+ {'5'},
2118,Waldowstrasse,bus,{'64'},"52.575401222898286, 13.334809951197405",,,,
2119,Waldsassener Strasse,bus,{'2'},"52.412459568646206, 13.34975050304383",,,"{'2'}+ {'2', '11'}",
2120,Waldschluchtpfad,bus,{'36'},"52.46854764483501, 13.174087256154102",,,,
2121,Waldschulallee,bus,{'69'},"52.497158989372906, 13.270676981637067",,,['69']+ {'69'}+ {'69'},
2122,Waldstrasse,bus,"{'34', '35'}","52.46661256205998, 13.164662263808047",,,,
2123,Walter-Schreiber-Platz,u-bahn,{'9'},"52.465,13.328333333333",Q638584,,{'9'}+ {'9'},
2124,Waltersdorfer Chaussee,bus,{'58'} ; {'41'},"52.402177459037354, 13.51294235752257 ; 52.41524023032168, 13.497788533964094",,,,
2125,Wannsee,s-bahn,"{'1', '3'}","52.4214,13.1792",Q111325896,,['KBS 156']+ {'156'}+ {'3'},
2126,"Wannsee, Heckeshorn",bus,{'3'},"52.42864825809188, 13.160148959421024",,,['3']+ {'3'}+ {'3'},
2127,Wannseebadweg,bus,{'18'},"52.43351551299246, 13.188784240790504",,,['3']+ {'3'}+ {'18'},
2128,Warschauer Strasse,s-bahn,"{'100', '102', '115', '101', '105', '110'}","52.506416666667,13.450955555556",Q111252298,"52.57306,13.50389",,
2129,Warschauerstrasse,s-bahn,{'143'},"52.506416666667,13.450955555556",,,"['KBS 105', 'KBS 100', 'KBS 101']+ {'143'}+ {'143'}",
2130,Wartenberg,s-bahn,{'101'},"52.57306,13.50389",Q2784530,"52.57306,13.50389",,
2131,Wasgenstrasse,bus,{'3'},"52.427458485249666, 13.214697423440864",,,{'3'},
2132,Washingtonplatz,bus,{'83'},"52.52421575930872, 13.370599576836959",,,,
2133,Wassersportclub,bus,{'13'},"52.57231254858896, 13.260537189179555",,,,
2134,Wasserwerk,bus,{'10'} ; {'13'} ; {'18'},"52.5312662065521, 13.2672944023864 ; 52.575244387342615, 13.26434738988794 ; 52.42995427119505, 13.185015969421528",,,,
2135,Wasserwerk,strassenbahn,{'84'},"52.4560563,13.6419956",Q66362601,,['84']+ {'84'}+ {'84'},
2136,Watzmannweg,bus,{'79'},"52.425403268852556, 13.40014766479409",,,{'78'},
2137,Wedding,u-bahn,{'6'},"52.5425,13.366111",Q4018733,,['6']+ {'6'}+ {'6'},
2138,"Wedding, Gartenplatz",bus,{'71'},"52.538426352037945, 13.38427004139461",,,['99']+ {'99'}+ {'99'},
2139,"Wedellstr, Dorfaue",bus,{'81'},"52.434140927777776, 13.35859338737023",,,,
2140,Wedellstrasse,bus,{'32'},"52.42946687563563, 13.35883919017573",,,{'32'},
2141,Weg der Moorlake,bus,{'6'},"52.41401380396714, 13.109198336992101",,,,
2142,Weg nach Reiswerder,bus,{'13'},"52.56776832792696, 13.257903125455123",,,,
2143,Weigandufer,bus,{'4'},"52.480896780316826, 13.451827506593963",,,,
2144,Weimarische Strasse,bus,{'74'},"52.48174499330689, 13.324245601196424",,,{'86'}+ {'86'},
2145,Weinmeisterhornweg,bus,"{'13'} ; {'34', '35'}","52.509157255070754, 13.180209457804601 ; 52.51105433396469, 13.171566023241633",,,,
2146,Weinmeisterstrasse,strassenbahn,"{'71', '63E'}","52.5253215,13.4035047",Q65094293,"52.5253215,13.4035047",,
2147,Weißenburger Strasse,bus,"{'31', '34', '97'}","52.52295613288177, 13.197695661299617",,,"{'97', '34'}+ {'97', '34'}",
2148,"Weißensee, Hansastrasse",strassenbahn,{'29'},"52.5537608,13.4805827",Q65507672,"52.5537608,13.4805827",,
2149,"Weißensee, Pasedagplatz",strassenbahn,"{'24', '72'}","52.5594027,13.4609594",Q65954665,"52.5594027,13.4609594",,
2150,Welfenallee,bus,{'15'},"52.6281007084637, 13.285091633896517",,,,
2151,Wenckebachstrasse,bus,{'25'},"52.45642065391037, 13.38687461346832",,,['25']+ {'25'}+ {'25'},
2152,Wendenschloß,strassenbahn,"{'83', '85'}","52.4169658,13.5885926",Q66363928,,"['85', '83']+ {'83'}+ {'85', '83'}",
2153,Wendenschloßstrasse,bus,{'115'},"52.442655291594335, 13.582139410088702",,,['68']+ {'68'}+ {'69'},
2154,Wendenschloßstrasse,strassenbahn,"{'83E', '83', '16', '85'}","52.4429928,13.5812285",Q66095671,"52.4429928,13.5812285",,
2155,Wendenschloßstrasse Ecke Müggelheimer Strasse,strassenbahn,"{'21', '19', '26'}","52.4429928,13.5812285",Q66095671,"52.4429928,13.5812285",,
2156,Wendenschloß,strassenbahn,{'83E'},"52.4169658,13.5885926",Q66363928,"52.4169658,13.5885926",,
2157,Wendenschloßstrasse Ecke Salvador-Allende-Strasse,bus,{'69'},"52.447471373491815, 13.593776256187004",,,,
2158,Wentowsteig,bus,{'21'},"52.59237504128268, 13.353674101222339",,,,
2159,Werbellinstrasse,bus,"{'91', '4'}","52.47757982057856, 13.426197632764511",,,,
2160,Werderstrasse,bus,"{'31', '56', '97'}","52.56749721320509, 13.21066051385252",,,"['55']+ ['97']+ {'55'}+ {'97'}+ {'97', '55'}",
2161,Werk für Fernsehelektronik,strassenbahn,{'114'},"52.45687722556675, 13.528901611110763",,,,
2162,Werner-Voß-Damm,bus,{'28'},"52.474803817354264, 13.373351427024476",,,['28']+ {'28'}+ {'28'},
2163,Wernerstrasse,bus,{'66'},"52.419551016771116, 13.159553654601188",,,{'6'},
2164,Wernerwerkdamm,bus,{'10'},"52.53556203869722, 13.265551862951588",,,,
2165,Wesenberger Ring,bus,{'93'},"52.43839854328988, 13.440164620300695",,,{'93'}+ {'93'},
2166,Wesendorfer Strasse,bus,"{'21', '22'}","52.60240669023612, 13.360601977170118",,,{'22'}+ {'22'},
2167,Weskammstrasse,bus,"{'87', '11'}","52.41432020938523, 13.350241473604306",,,,
2168,Wesselburer Weg,bus,{'13'},"52.60751960640857, 13.2237761079247",,,,
2169,Westerwaldstrasse,bus,{'5'},"52.548781043143435, 13.178092694767077",,,,
2170,Westfalenring,bus,{'96'},"52.40980333159253, 13.30245188325559",,,,
2171,Westfälische Strasse,bus,{'74'},"52.49592484573357, 13.295996167493554",,,{'21'}+ {'21'},
2172,Westkreuz,s-bahn,{'3'},"52.5011,13.2839",Q678125,,['KBS 156']+ {'156'}+ {'3'},
2173,Westphalweg,u-bahn,{'6'},"52.446,13.386",Q554481,,{'6'}+ {'6'},
2174,Wichmannstrasse,bus,{'9'},"52.5043319015472, 13.351056227587554",,,,
2175,Wichurastrasse,bus,{'32'},"52.42827002740677, 13.362658706931152",,,{'32'},
2176,Wiclefstrasse,bus,{'23'},"52.53112678843273, 13.32855914061072",,,,
2177,Wiebestrasse,bus,"{'71', '70'} ; {'89', '72'}","52.531241521007516, 13.319040200198682 ; 52.52836192631238, 13.3194275970329",,,,
2178,Wiesbadener Strasse,bus,"{'1', '86', '16'}","52.472139703970726, 13.3143773020809",,,,
2179,Wiesenbaude,bus,{'53'},"52.43129156024276, 13.309751955225964",,,"{'96E', '53'}",
2180,Wiesenstrasse,bus,{'70'},"52.54763571080132, 13.373871074090278",,,['70']+ {'70'}+ {'70'},
2181,Wiesenstrasse/Schererstrasse,bus,{'72'},"52.54829169044326, 13.36913452207486",,,,
2182,Wildau,s-bahn,{'110'},"52.32,13.634",Q8000974,,['KBS 110']+ {'110'}+ {'110'},
2183,Wildenbruchplatz,bus,{'4'},"52.48477089569193, 13.44421929117796",,,,
2184,Wildenbruchstrasse,bus,"{'95', '41'}","52.48168061196596, 13.440207216297969",,,"['95', '41']+ {'41', '95'}+ {'41'}",
2185,Wildhüterweg,bus,{'91'},"52.42277987162513, 13.457386588012154",,,,
2186,Wildmeisterdamm,bus,{'52'} ; {'91'},"52.4270477473244, 13.44696341645241 ; 52.42609961832947, 13.465393189379082",,,,
2187,Wilhelm-Borgmann-Brücke,bus,"{'25', '73'}","52.456505625708786, 13.427170708592074",,,,
2188,Wilhelm-Pieck-Strasse,strassenbahn,"{'70', '71', '72', '20'}","52.52707063581861, 13.415631215243033",,,"['71', '20', '72']+ {'72', '20', '71'}+ {'71', '72', '20'}",
2189,Wilhelm-von-Siemens-Strasse,bus,"{'79', '77'}","52.429792720125704, 13.37594470957137",,,"['11']+ {'77', '11'}+ {'77'}",
2190,Wilhelminenhofstrasse,strassenbahn,"{'114', '88', '85'}","52.4619496,13.5139049",Q65951882,"52.4619496,13.5139049",,
2191,Wilhelminenhofstrasse Ecke Edinsonstrasse,strassenbahn,{'19'},"52.4619496,13.5139049",Q65951882,"52.4619496,13.5139049",,
2192,Wilhelminenhofstrasse Ecke Edinsonstrasse ; Bhf. Schöneweide,strassenbahn,{'17'},"52.46246809388321, 13.514094268862701 ; 52.45610685453812, 13.510345679557007",Q65951882 ; ,,,
2193,Wilhelminenhofstrasse Ecke Edisonstrasse,strassenbahn,"{'21', '25', '26'}","52.4619496,13.5139049",Q65951882,"52.4619496,13.5139049",,
2194,Wilhelmplatz,bus,{'18'},"52.41236829356413, 13.14172328787501",,,{'66'}+ {'18'},
2195,Wilhelmshagen,s-bahn,{'105'},"52.4386,13.7222",Q800494,,['KBS 105']+ {'105'}+ {'105'},
2196,Wilhelmsruh,s-bahn,{'2'},"52.5814,13.3631",Q800495,,['KBS 152']+ {'152'},
2198,Wilhelmsruher Damm,bus,"{'21', '22'} ; {'14'}","52.59551745238744, 13.333027251215576 ; 52.59622110002501, 13.34762767704262",,,,
2199,Wilhelmsruher Damm Märkisches Viertel,bus,{'62'},"52.59729260630689, 13.366979940127635",,,['62']+ {'62'}+ {'62'},
2200,Wilhelmstrasse,bus,"{'13'} ; {'94', '97'}","52.520221170675, 13.187229859540688 ; 52.51664808739734, 13.179091220360934",,,,
2201,Wilhem-Pieck-Strasse,strassenbahn,{'113'},"52.52705197012537, 13.415722580376048",,,,
2202,Wilhemshavener Strasse,bus,{'71'},"52.53414588020774, 13.341346621384574",,,,
2203,Will-Meisel-Weg,bus,{'58'},"52.41214698101032, 13.512732718814481",,,,
2204,Wilmersdorfer Strasse,bus,{'54'},"52.518132000433354, 13.304456282901954",,,"{'54', '62', '87'}+ {'62', '54', '87'}",
2205,Wilmersdorfer Strasse,u-bahn,{'7'},"52.506666666667,13.306666666667",Q570961,,{'7'}+ {'7'},
2206,Wilmsstrasse,bus,{'28'},"52.4952693941617, 13.404256096296391",,,['28']+ {'28'},
2207,Wilsnacker Strasse,bus,"{'70', '16'}","52.52648703738232, 13.351762045962575",,,"{'24', '70'}+ {'70', '24'}",
2208,Wilsnackerstrasse,bus,{'24'},"52.5264137617067, 13.35112240014536",,,"['24', '70']",
2209,Windenweg,bus,"{'57', '52'}","52.42614959736484, 13.488058171532108",,,,
2210,Windröschenweg,bus,{'93'},"52.439918697014974, 13.415879498201825",,,{'93'}+ {'93'},
2211,Windscheidstrasse,bus,{'74'},"52.50679735455663, 13.299142833902987",,,,
2212,Windsteiner Weg,bus,{'1'},"52.41169099912852, 13.251714517303883",,,,
2213,Winfriedstrasse,bus,"{'1', '48', '3'}","52.43753976080159, 13.269536031652025",,,,
2214,Wirmerzeile,bus,{'23'},"52.53691460475622, 13.302692297041256",,,,
2215,Wisbyer Strasse,strassenbahn,{'20'},"52.55123112277014, 13.430148661628472",,,"{'72', '71', '20', '70'}+ {'71', '70', '72', '20'}",
2216,Wismarer Strasse,bus,"{'85', '10', '68', '84', '96'}","52.4178716709662, 13.30516087688735",,,,
2217,Wittenau (Nordbahnhof),s-bahn,{'2'},"52.597013,13.334329",Q111264319,"52.597013,13.334329",,
2218,"Wittenau, Kirche",bus,"{'14', '12', '64'}","52.591905899244395, 13.326448092780083",,,['22E']+ {'22E'},
2219,Wittenbergplatz,u-bahn,"{'1', '3', '2'}","52.501944444444,13.343055555556",Q692727,,"['1', '2', '3']+ {'3', '1', '2'}+ {'2', '1', '3'}",
2220,Wittestrasse,bus,{'26'},"52.57907921385382, 13.299700250397306",,,['22E']+ {'22E'},
2221,Wittstocker Strasse,bus,{'89'},"52.531115594519704, 13.32853820383408",,,"{'89', '23'}+ {'89'}",
2222,Wolburgsweg,bus,{'34'},"52.55561402389258, 13.169270786920032",,,,
2223,Wolfensteindamm,bus,"{'86', '48', '88'}","52.45431896898445, 13.318877313855856",,,,
2224,Wolfmarsteig,bus,{'23'},"52.41268952057738, 13.536602630335091",,,['23']+ {'23'}+ {'23'},
2225,Wollankstrasse,s-bahn,{'2'},"52.5651525,13.3923627",Q800515,,"['KBS 153', 'KBS 152']+ {'152', '153'}",
2226,Woltersdorfer Schleuse,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4433344,13.7640061",,,,
2227,Woltmannweg,bus,{'17'},"52.414412828845975, 13.317822968601808",,,,
2228,Wolzogenstrasse,bus,{'18'},"52.43231252818548, 13.23572844512417",,,,
2229,Wongrowitzer Steig,strassenbahn,"{'83', '82'}","52.4669377,13.5853227",Q66370743,,"['83', '82']+ {'82', '83'}+ {'82', '83'}",
2230,Wrangelstrasse,bus,{'28'},"52.50349055126274, 13.43002511023885",,,['48']+ {'48'},
2231,Wröhmännerpark,bus,"{'97', '34', '56', '31', '54'}","52.54211694427822, 13.205930686257961",,,,
2232,Wuhlheide,s-bahn,{'105'},"52.4689,13.5533",Q800514,,['KBS 105']+ {'105'}+ {'105'},
