line_name,type,east-west,Stops,Frequency,Length (time),Length (km),year,Route
41,bus,West,Rudow Stadtgrenze - U-Bhf. Rudow - Zwickauer Damm - Arnikaweg - Lipschitzallee - Grüner Weg - Parchimer Allee - Blaschkoallee - U-Bhf. Grenzallee - Naumburger Strasse - Sonnenallee - Saalestrasse - Wildenbruchstrasse - Pannierstrasse - Hermannplatz - U-Bhf. Kottbusser Damm - U-Bhf. Kottbusser Tor - Oranienplatz - U-Bhf. Moritzplatz - Alexandrinenstrasse - Alte Jakobstrasse - Lindenstrasse - Neuenburger Strasse - Gitschiner Strasse - U-Bhf. Hallesches Tor,12,58,,1982,
42,bus,Ost,"Buch, Zepernicker Strasse - Karower Strasse - Stadtrandsiedlung - Alt-Karow - Straße 26 - Alt-Blankenburg - Heinersdorf, Kirche - Am Steinberg - Ostseestrasse",12,30,,1982,
43,bus,Ost,S-Bhf. Marzahn - Bruno-Baum-Strasse - Murtzaner Ring - Annenstrasse - Boschpoler Strasse - Marchwitzastrasse - S-Bhf. Springpfuhl - Kröver Strasse - S-Bhf. Friedrichsfelde Ost - Straße der Befreiung - U-Bhf. Friedrichsfelde - Weitlingstrasse - S-Bhf. Nöldnerplatz,10,28,,1982,
44,bus,Ost,"Hönow, Nord - Hönow, Dorf - Thälmannstrasse - Greifswalder Strasse - Am Rosenhag - S-Bhf. Mahlsdorf",60,16,,1982,
45,bus,Ost,"Wilhelmsruh, Schillerstrasse - Edelweißstrasse - Ehrenmal Schönholz - Heinrich-Mann-Platz - Pankow, Rathaus - S-Bhf. Pankow - Prenzlauer Promenade - Am Steinberg - Hamburger Platz - Klement-Gottwald-Allee - Lichtenberger Strasse - Gehringstrasse - Schwarzelfenweg",6,38,,1982,
46,strassenbahn,Ost,"Nordend - Kuckhoffstrasse - Kurt-Fischer-Strasse - Bürgerpark - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - Bornholmer Strasse - Bhf. Schönhauser Allee - U-Bhf. Dimitroffstrasse - Zionskirchstrasse - Brunnenstrasse - Invalidenstrasse, Post - Oranienburger Tor - Bhf. Friedrichstrasse - Am Kupfergraben",15,48,,1982,
47,bus,Ost,"Treptow, Eichenstrasse - S-Bhf. Treptower Park - Treptow, Rathaus - S-Bhf. Baumschulenweg - Sonnenallee - Johannisthaler Chaussee - Sterndamm - Bhf. Schöneweide",15,30,,1982,
48,bus,Ost,"Hohenschönhausen, Chemie-Handel - Plauener Strasse - Leninallee - Genslerstrasse - Ho-Chi-Minh-Strasse - S-Bhf. Leninallee - Dimitroffstrasse",10,23,,1982,
48,bus,West,Zehlendorf Fischerhüttenstrasse  Ecke Potsdamer Strasse - Potsdamer Strasse - Teltower Damm - Berliner Strasse - Seehofstrasse - Sundgauer Strasse - Dahlemer Weg - Drakestrasse - Wrangelstrasse - U-Bhf. Rathaus Steglitz - U-Bhf. Schloßstrasse - U-Bhf. Walther-Schreiber-Platz - Kaisereiche - Breslauer Platz/Rathaus Friedenau - U-Bhf. Innsbrucker Platz - Dominicusstrasse - Albertstrasse - Kaiser-Wilhelm-Platz - U-Bhf. Kleistpark - Goebenstrasse - Bülowstrasse - U-Bhf. Kurfürstenstrasse - Lützowstrasse - Potsdamer Brücke - Tiergartenstrasse Philharmonie,12,46,,1982,
49,strassenbahn,Ost,"Bucholz, Hauptstrasse - Blankenfelder Strasse - Rosenthaler Strasse - Marienstrasse - Blankenburger Strasse - Pankower Strasse - Galenusstrasse - S-Bhf. Pankow-Heinersdorf - Würtzstrasse - Amalienpark - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - Bornholmer Strasse - Bhf. Schönhauser Allee - U-Bhf. Dimitroffstrasse - Zionskirchplatz - Rosenthaler Platz - Hackescher Markt",15,39,,1982,
5,bus,West,"U-Bhf. Ruhleben - Krematorium Ruhleben - Güterbahn Ruhleben - Teltower Strasse - Tiefwerderweg - Grenadierstrasse - Stresowplatz - Spandau, Markt - Rathaus Spandau - Galenstrasse - Staakener Strasse - Petzoldtweg - Zeppelinstrasse - Spekteweg - Merziger Strasse - Falkenseer Chaussee - Westerwaldstrasse (Friedhof) - Frankenwaldstrasse - Am Kiesteich - Falkenseer Chaussee/Stadtrandstrasse - Waldkrankenhaus - Spandau, Nervenklinik",10,32,,1982,
50,bus,Ost,Rolandstrasse - Grumbkowstrasse - Lindenberger Strasse - Idastrasse - Ossietzkyplatz - Kurt-Fischer-Strasse - Bürgerpark - Görschstrasse - Dolomitenstrasse - U-Bhf. Pankow,7.5,15,,1982,
50,bus,West,Grunewald Roseneck - Hohenzollerndamm - Berkaer Strasse/ Elsterplatz - Forckenbeckstrasse - Landecker Strasse - Cunostrasse - Rudolstädter Strasse - Berliner Strasse - U-Bhf. Fehrbelliner Platz - Emser Platz - Uhlandstrasse - Nassauische Strasse - U-Bhf. Güntzelstrasse - Prager Platz - Landshuter Strasse - Münchener Strasse - Martin-Luther-Strasse - Eisenacher Strasse - Winterfeldtplatz - Potsdamer Strasse - Mansteinstrasse - Schöneberg Mansteinstrasse,15,26,,1982,
51,bus,Ost,"Buch, Am Sandhaus - S-Bhf. Buch - Zepernicker Strasse -  Zepernick, Kirche",20,,,1982,
51E,bus,Ost,"Buch, Am Sandhaus - S-Bhf. Buch - Lindenberger Weg - Akademie der Wissenschaften",10,,,1982,
52,bus,Ost,Achtermannstrasse - Galenusstrasse - Prenzlauer Chaussee - Granitzstrasse - Kissingenstrasse - Kissingenplatz - Stadtbezirksgericht - U-Bhf. Pankow,15,14,,1982,Kein Verkehr zwischen 7:44 - 14:44? (1982)
52,bus,West,Rudow Stubenrauchstrasse - Seidelbastweg - Efeuweg - Rudower Strasse - Lipschitzallee - Loewensteinring - Fritz-Erler-Allee - U-Bhf. Johannisthaler Chaussee - Kölner Damm - Buckower Damm - Buckower Friedhof - Quarzweg - Lichtenrader Damm - Kettinger Strasse - Buckower Chaussee - Motzener Strasse - Gutshof Marienfeld - Alt-Marienfelde - Ahrensdorfer Strasse - Baußnernweg - Marienfelde Stadtrandsiedlung,7.5,35,,1982,
53,bus,Ost,"Hohenschönhausen, Degnerstrasse - Gehrenseestrasse - Marzahner Strasse - Chemie-Handel - Leninallee - Allee der Kosmonauten - Kröver Strasse - S-Bhf. Friedrichsfelde Ost - Straße der Befreiung - U-Bhf. Friedrichsfelde - Mellenseestrasse - U-Bhf. Tierpark",10,39,,1982,
53,bus,West,Nikolassee Alemannenstrasse - An der Rehwiese - Krottnaurerstrasse - Waldemarplatz - Mexikoplatz - Forststrasse - U-Bhf. Krumme Lanke - Sven-Hedin-Strasse - Hartmannsweiler Weg - Potsdamer Strasse - Teltower Damm - Rathaus Zehlendorf - Machnower Strasse - Knesebeckstrasse - Dahlemer Weg - Osteweg - Luzerner Strasse - Thuner Platz - Goerzallee - Drakestrasse - Ostpreußendamm - Marienstrasse - Morgensternstrasse - Kranoldplatz - Lichterfelde Oberhofer Platz,15,40,,1982,
54,bus,Ost,Bhf. Lichtenberg - Straße der Befreiung - Rhinstrasse - S-Bhf. Friedrichsfelde Ost -  Werner-Lamberz-Strasse - Oberfeldstrasse - S-Bhf. Biesdorf - Boschpoler Strasse - Elisabethstrasse - Alt-Marzahn - Bruno-Baum-Strasse - Murtzaner Ring - Annenstrasse - Boschpoler  Strasse - Marchwitzastrasse - S-Bhf. Springpfuhl - Rhinstrasse - Leninallee - Genslerstrasse - Ho-Chi-Minh-Strasse - S-Bhf. Leninallee - Dimitroffstrasse - Artur-Becker-Strasse,10,62,,1982,
54,bus,West,"Spandau Johannesstift - Stadtpark - Hohenzollernring - Lynarstrasse - Predigergarten - Wröhmännerpark - Rathaus Spandau - Ruhlebener Strasse - Teltower Strasse - Krematorium Ruhleben - U-Bhf. Ruhleben - Reichsstrasse - Klinikum Westend - Königin-Elisabeth-Strasse - Spandauer-Damm-Brücke - Sophie-Charlotten-Strasse - Klausenerplatz - Luisenplatz - Wilmersdorfer Strasse - U-Bhf. Richard-Wagner-Platz - Leibnizstrasse - U-Bhf. Ernst-Reuter-Platz - Jebenstrasse/Amerikahaus - Zoo, Hardenbergplatz",10,45,,1982,
55,bus,Ost,"Wilhelmsruh, Fontanestrasse - Edelweißstrasse - Ehrenmal Schönholz - Heinrich-Mann-Strasse - Bürgerpark - S-Bhf. Pankow - U-Bhf. Pankow - Prenzlauer Promenade - Heinersdorf, Kirche - Pasedagplatz - Klement-Gottwald-Allee - Piesporter Strasse",7,33,,1982,
55,bus,West,Jakob-Kaiser-Platz - Letterhausweg - U-Bhf. Siemensdamm - Quellweg - U-Bhf. Rohrdamm - Schaltwerk - Paulsternstrasse - Gartenfelder Strasse - Haselhorster Damm - Siedlung Haselhorst - Am Juliusturm - Zitadellenweg - BMW-Maschinenfabrik - Zur Zitadelle - Carl-Schurz-Strasse - Wröhmännerpark - Triftstrasse - Park-/Lynarstrasse - Schäferstrasse - Hohenzollernring - Reußstrasse - Rauchstrasse - Mertensstrasse - Werderstrasse - Spandau Hakenfelde,15,33,,1982,
56,bus,Ost,Gehringstrasse - Wigandstaler Strasse - Hamburger Platz - Prenzlauer Promenade - Grellstrasse - Greifswalder Strasse - Storkower Strasse - Leninallee - S-Bhf. Storkower Strasse,6,28,,1982,
56,bus,West,"U-Bhf. Ruhleben - Krematorium Ruhleben - Freiheit - Pichelswerderstrasse - Fernbahnhof Spandau - Spandau, Markt - Wröhmännerpark - Triftstrasse - Lynar-/Parkstrasse - Schäferstrasse - Hohenzollernring - Reußstrasse - Rauchstrasse - Mertensstrasse - Spandau Hakenfelde",15,23,,1982,
57,bus,Ost,Artur-Becker-Strasse Ecke Michelangelostrasse - Stedinger Weg - Storkower Strasse - Rudolf-Schwarz-Strasse - Dimitroffstrasse - Hufelandstrasse - Bötzowstrasse - Am Friedrichshain - Mollstrasse - Karl-Liebknecht-Strasse - Bhf. Alexanderplatz - Palasthotel - Deutsche Staatsoper - Charlottenstrasse - Bhf. Friedrichstrasse - Oranienburger Strasse - Oranienburger Tor - Invalidenstrasse - Platz  vor dem Neuen Tor - Orthopädische Klinik - Scharnhorststrasse,2.5,31,,1982,
57,bus,West,Rudower Ring (U-Bhf. Zwickauer Damm) - Zittauer Strasse - U-Bhf. Zwickauer Damm - Neuköllner Strasse - Seidelbastweg/Stubenrauchstrasse - Köpenicker Strasse - Alt-Rudow - U-Bhf. Rudow - Lockenhuhnweg - Geflügelsteig - Rhodeländerweg - Groß-Ziethener-Chaussee - U-Bhf. Rudow - Alt-Rudow - Köpenicker Strasse - Seidelbastweg/Stubenrauchstr - Neuköllner Strasse - U-Bhf. Zwickauer Damm - Zittauer Strasse - Rudower Ring (U-Bhf. Zwickauer Damm),20,44,,1982,
59,bus,Ost,Stadion der Weltjugend - Chausseestrasse - Invalidenstrasse - Oranienburger Tor - Bhf. Friedrichstrasse - Leipziger Strasse - Otto-Grotewohl-Strasse,10,15,,1982,
6,bus,West,"Wannsee, Kronprinzessinnenweg - Kronprinzessinnenweg - Am Kleinen Wannsee - Wernerstrasse - Pfaueninselchaussee - Rathaus Wannsee - Friedenstrasse - Schäferberg (Golfplatz) - Nikolskoer Weg - Schloß Glienicke - Glienicker Brücke",30,14,,1982,
60,bus,Ost,"S-Bhf. Kaulsdorf, Bausdorfstrasse - Briesener Weg - Wernerbad - Grottkauer Strasse - Uckermarkstrasse - S-Bhf. Kaulsdorf, Bausdorfstrasse",20,14,,1982,Rundverkehr
60,bus,West,Wittenbergplatz - Breitscheidplatz - Kantstrasse - Uhlandstrasse - Kürfürstendamm/U.Bhf. Uhlandstrasse - Lietzenburger Strasse - Ludwigkirchstrasse - U-Bhf. Hohenzollernplatz - Güntzelstrasse - U-Bhf.  Blissestrasse - Blissestrasse - U-Bhf. Heidelberger Platz - Binger Strasse - Sodener Strasse - Kirchstrasse - Berkaer Strasse - Rathaus Schmargendorf - Elsterplatz - Roseneck - Königen-Luise-Strasse - Hüttenweg - U-Bhf. Oskar-Helene-Heim,15,40,,1982,
61,bus,Ost,"Schöneiche, Dorfaue - Dr.-Wilhelm-Külz-Strasse - S-Bhf. Rahnsdorf - Waldschänke - Zentralschule - S-Bhf. Wilhelmshagen - Fahlenbergstrasse - Hessenwinkel",20,31,,1982,
61,bus,West,U-Bhf. Gesundbrunnen - U-Bhf. Pankstrasse - Exerzierstrasse - U-Bhf. Osloer Strasse - Koloniestrasse - Prinzenallee - Soldiner Strasse - Kühnemannstrasse - Pankower Allee - Reginhardstrasse - Residenzstrasse - Emmentaler Strasse - Lindauer Allee - Flottenstrasse - Paracelsus-Bad - Gemeindefriedhof - Ollenhauerstrasse - Hoeferstrasse - Kurt-Schumacher-Platz - Hechelstrasse - Uranusweg - U-Bhf. Scharnweberstrasse ,15,37,,1982,
62,bus,Ost,VEB Kombinat Auto Trans - Bhf. Schöneweide - Hoevelstrasse - Springbornstrasse,7.5,13,,1982,
62,bus,West,"Wilhelmsruher Damm Märkisches Viertel - Treuenbrietzener Strasse - Gemeindezentrum - Oranienburger Strasse - Roedernallee - Alt-Wittenau - Karl-Bonhoeffer-Nervenklinik - Lindauer Allee - Auguste-Viktoria-Allee - U-Bhf. Kurt-Schumacher-Platz - Kaserne Napoleon - Kaserne Südtor - Saatwinkler Damm - U-Bhf. Jakob-Kaiser-Platz - Jakob-Kaiser-Platz - Olbersstrasse/DRK-Krankenhaus - Landgericht - Schloßbrücke - Luisenplatz - Wilmersdorfer Strasse - U-Bhf. Richard-Wagner-Platz - Leibnizstrasse - U-Bhf. Ernst-Reuter-Platz - Steinplatz - Zoo, Hardenbergplatz",12,50,,1982,
63,bus,West,Spandau Waldkrankenhaus - Pflegeheim - Kolonie Waldfrieden - Bötzow-Bahn - Gliensteig - Schwanter Weg - Kisselnallee - Pionierstrasse - Falkenseer Chaussee - Zweibrücker Strasse - Askanierring - Flankenschanze - Falkenseer Damm - Rathaus Spandau - Galenstrasse - Staakener Strasse - Petzoldweg - Zeppelinstrasse - Schulzenstrasse - Viersener Strasse - Dyrotzer Strasse - Leuthinger Weg - Straße 393 - Spandau Seegefelder Weg,15,30,,1982,
63,strassenbahn,Ost,"Hohenschönhausen, Gartenstadt - Gehrenseestrasse - Berliner Strasse - Oberseestrasse - Ho-Chi-Minh-Strasse - S-Bhf. Leninallee - Dimitroffstrasse - Mollstrasse - Hans-Beimler-Strasse - Prenzlauer Allee - U-Bhf. Rosa-Luxemburg-Platz - Hackescher Markt - Oranienburger Tor - Stadion der Weltjugend",12,48,,1982,
64,bus,Ost,"Krüllsstrasse - S-Bhf. Treptower Park - Treptow, Rathaus - S-Bhf. Treptower Park - Karl-Kunger-Strasse",15,18,,1982,
64,bus,West,Senftenberger Ring Märkisches Zentrum - Calauer Strasse - Eichhorster Weg - Wilhelmsruher Damm - Dannenwalder Weg - Roedernallee - Tessenowstrasse - Flottenstrasse - Lindauer Allee - Humboldt-Krankenhaus - Gotthardstrasse - Holländer Strasse/Friedhöfe - U-Bhf. Afrikanische Strasse - Seestrasse - U-Bhf. Amrumer Strasse - U-Bhf. Leopoldplatz - U-Bhf. Nauener Platz - U-Bhf. Pankstrasse - U-Bhf. Gesundbrunnen - Bernauer Strasse Ecke Wollinger Strasse,15,48,,1982,
65,bus,Ost,Krüllsstrasse - S-Bhf. Treptower Park - S-Bhf. Plänterwald - S-Bhf. Baumschulenweg - Bhf. Schöneweide - S-Bhf. Oberspree - Oberspree,20,26,,1982,
65,bus,West,Wedding Seestrasse Ecke Müllerstrasse - Müllerstrasse/U-Bhf. Seestrasse - Afrikanische Strasse - Beusselstrasse - Paul-Hertz-Siedlung - Jakob-Kaiser-Platz - Spandauer Damm - ICC/Omnibusbahnhof - Rathenauplatz - Hohenzollerndamm - Mecklenburgische Strasse - Bundesallee - Innsbrucker Platz - Dominicusstrasse - Sportzentrum Schöneberg - Gotenstrasse - Alboinstrasse - Berlinickeplatz - U-Bhf. Alt-Tempelhof - Hermannstrasse - Bendastrasse - U-Bhf. Neukölln - Sonnenallee - Grenzallee - Neukölln Schulenburgpark,10,58,,1982,
66,bus,Ost,Krüllsstrasse - S-Bhf. Treptower Park - S-Bhf. Plänterwald - Baumschulenstrasse - Bhf. Schöneweide - Sterndamm - Lindhorstweg - Springbornstrasse ,20,27,,1982,
66,bus,West,"Zoo, Hardenbergplatz - Joachimstaler Strasse - Uhlandstrasse - Savignyplatz - Schlüterstrasse - Leibnizstrasse - U-Bhf. Wilmersdorfer Strasse - Kaiser-Friedrich-Strasse - Suarezstrasse/Amtsgericht - Kuno-Fischer-Strasse - Dernburgstrasse - ICC/Ausstellungshallen - Avus-Einfahrt Nikolassee - Wannseebauweg - Am Beelitzhof - Am Sandwerder - Tillmannsweg - Fernbahnhof Wannsee - Königstrasse -  Am Großen Wannsee - Pfaueninselchaussee - Rathaus Wannsee - Charlottenstrasse - Wilhelmplatz - Stölpchensee Glienicker Strasse",15,39,,1982,
67,bus,Ost,S-Bhf. Treptower Park - S-Bhf. Plänterwald - Hänselstrasse - Krematorium - Bhf. Schöneweide - VEB Kombinat Auto Trans,20,26,,1982,
68,bus,Ost,Kaulsdorfer Strasse - S-Bhf. Köpenick - Lindenstrasse - Schloßplatz - Pablo-Neruda-Strasse - Anemonenstrasse - Wendenschloßstrasse,10,15,,1982,
68,bus,West,"Dahlem Clayallee Ecke Königin-Luise-Strasse - Thielallee/Pacelliallee - U-Bhf. Dahlem-Dorf - Postamt, Museum Dahlem - Botanischer Garten - Lepsiusstrasse - U-Bhf. Rathaus Steglitz - Breite Strasse - Südendstrasse - Bergstrasse - Bismarckstrasse - Insulaner/Sternwarte - Priesterweg - Röblingstrasse/Arnulfstrasse - Alboinstrasse - Attilaplatz - Friedrich-Karl-Strasse - Albrechtstrasse - U-Bhf. Kaiserin-Augusta-Strasse - Rathaus Tempelhof - U-Bhf. Alt-Tempelhof - U-Bhf. Tempelhof ",15,35,,1982,
69,bus,West,Eichkamp Dauerwaldweg - Waldschulallee - Jafféstrasse/Deutschlandhalle - ICC/Ausstellungshallen - Rathenauplatz - Henriettenplatz - Joachim-Friedrich-Strasse - Lehniner Platz - U-Bhf. Adenauerplatz - Olivaer Platz - Sächsische Strasse - Uhlandstrasse - Joachimstaler Strasse - U-Bhf. Kurfürstendamm - Kantstrasse - Breitscheidplatz - Bayreuther Strasse - Lützowplatz - Tiergartenstrasse - Großer Stern - Entlastungsstrasse - Reichstag,20,37,,1982,
7,bus,Ost,"Glienicke, Kirche - Gerhard-Weiß-Platz - Breitscheidstrasse - Ernst-Thälmann-Strasse - Lessingstrasse - Johannes-Diekmann-Strasse - Glienicker Strasse - Schildow - Blankenfelde - Nordend-Arena - Nordend - Kurt-Fischer-Strasse - Bürgerpark - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow",10,42,,1982,
7,bus,West,"U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Säntisstrasse - Daimlerstrasse - Brandaustrasse - Buckower Chaussee - Nahmitzer Damm - Nunsdorfer Ring - Sperenberger Strasse - Schichauweg - Lichtenrade, Motzener Strasse Egestorffstrasse",15,15,,1982,
70,bus,West,Wollankstrasse Ecke Kattegatstrasse - Elisabeth-Friedhof - Soldiner Strasse - Osloer Strasse - U-Bhf. Pankstrasse - Brunnenplatz - Wiesenstrasse - Nettelbeckplatz - Müllerstrasse - Am Nordhafen - Lehrter Strasse - Stephanstrasse - Rathenower Strasse - Birkenstrasse - Turmstrasse - Wilsnacker Strasse - Krankenhaus Moabit - U-Bhf. Turmstrasse - Rathaus Tiergarten - Ottostrasse - Waldstrasse/Beusselstrasse - Berlichingenstrasse - Moabit Wiebestrasse,12,34,,1982,
70,strassenbahn,Ost,"Gehrenseestrasse - Suermondtstrasse - Am Faulen See - Stadion Buschallee - Kniprodeallee - Sulzfelder Strasse - Klement-Gottwald-Allee - Antonplatz - Wisbyer Strasse - Humannplatz - U-Bhf. Dimitroffstrasse - Zionskirchplatz - Brunnenstrasse - Invalidenstrasse, Post - Oranienburger Tor - Bhf. Friedrichstrasse - Am Kupfergraben",15,49,,1982,
71,strassenbahn,Ost,"Heinersdorf - Heinersdorf, Kirche - Am Steinberg - Wisbyer Strasse - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Knaackstrasse - Wilhelm-Pieck-Strasse - U-Bhf. Rosa-Luxemburg-Platz - Hackescher Markt - Oranienburger Tor - Am Kupfergraben",15,37,,1982,
72,bus,West,Wilhelmsruh Kopenhagener Strasse - Lindauer Allee - Emmentaler Strasse - Pankower Allee - Louise-Schroeder-Platz - U-Bhf. Nauener Platz - Nettelbeckplatz - Müllerstrasse - Lehrter Strasse - Rathenower Strasse - U-Bhf. Turmstrasse - Rathaus Tiergarten - Waldstrasse/Beusselstrasse - Wiebestrasse - Kaiserin-Augusta-Allee - U-Bhf. Mierendorffplatz - Landgericht - Olbersstrasse/DRK-Krankenhaus - Jakob-Kaiser-Platz - Letterhausweg - U-Bhf. Siemensdamm - U-Bhf. Rohrdamm - Paulsternstrasse - Gartenfelder Strasse - Gartenfeld,15,56,,1982,
72,strassenbahn,Ost,Pasedagplatz - Lichtenberger Strasse - Antonplatz - Wisbyer Strasse - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Knaackstrasse - Wilhelm-Pieck-Strasse - U-Bhf.  Rosa-Luxemburg-Platz - Hackescher Markt,15,31,,1982,Kein Verkehr zwischen 7.49 und 12.34?
73,bus,West,"Zoo Hardenbergplatz - Marburger Strasse - U-Bhf. Wittenbergplatz - Martin-Luther-Strasse/An der Urania - Motzstrasse - Hohenstaufenstrasse - Barbarossastrasse - Grunewaldstrasse - John-F.-Kennedy-Platz - Hauptstrasse - Sportzentrum Schöneberg - Gotenstrasse - Reichartstrasse - Alboinstrasse - Berlinickeplatz - U-Bhf. Alt-Tempelhof - Oberlandstrasse - Teilestrasse - Gottlieb-Dunkel-Strasse - Karl-Elsasser-Strasse - Gradestrasse - Britzer Damm - U-Bhf. Blaschkoallee - Britz, Buschkrug",7.5,41,,1982,
74,bus,West,Charlottenburg Königin-Elisabeth-Strasse - Spandauer Damm - Spandauer-Damm-Brücke - Sophie-Charlotten-Strasse - Schloßstrasse - U-Bhf. Sophie-Charlotte-Platz - Neue Kantstrasse/Amtsgericht - Kaiser-Friedrich-Strasse - U-Bhf. Wilmersdorfer Strasse - U-Bhf. Adenauer Platz - Ravensberger Strasse - U-Bhf. Konstanzer Strasse - U-Bhf. Fehrbelliner Platz - U-Bhf. Blisse Strasse - U-Bhf. Berliner Strasse - Kufsteiner Strasse - John-F.-Kennedy-Platz - Hauptstrasse - Sportzentrum Schöneberg - Gotenstrasse - Alboinstrasse - Eresburgstrasse - Alboinplatz - Lindenhof,15,44,,1982,
76,bus,West,"U-Bhf. Walther-Schreiber-Platz - Alsen-/Fregestrasse - Bismarckstrasse - Rubensstrasse/Krankenhaus - Bergstrasse/Sternwarte und Planetarium - Priesterweg - Röblingstrasse - Attilastrasse - Kaiserstrasse - Großbeerenstrasse - Mariendorfer Damm - U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg/Siedlung ""Daheim"" - Säntisstrasse/Tauernallee - Buckower Chaussee/Marienfelder Chaussee - Goethestrasse - Grimmstrasse - Barnetstrasse - Goltzstrasse - Steinstrasse - Lichtenrade Blohmstrasse Ecke Wünsdorfer Strasse",7.5,42,,1982,
76E,bus,West,U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Säntisstrasse/Tauernallee - Göllweg - Buckower Chaussee/Marienfelder Chaussee - Raabestrasse - Goethestrasse - Grimmstrasse - Barnetstrasse - Steinstrasse - Rhinstrasse - John-Locke-Strasse - Riedingerstrasse - Lichtenrade Bahnhofstrasse ,5,21,,1982,
77,bus,West,Neukölln Britzer Allee - Bergiusstrasse - Naumburger Strasse - U-Bhf. Grenzallee - U-Bhf. Neukölln/Karl-Marx-Strasse - Bendastrasse - Hermannstrasse - Tempelhofer Weg - Industriestrasse - Eisenacher Strasse - Imbrosweg - Alt-Mariendorf - U-Bhf. Alt-Mariendorf - Großbeerenstrasse - Körtingstrasse - Wilhelm-von-Siemens-Strasse - Daimlerstrasse - Fritz-Werner-Strasse - Marienfelde Daimlerstrasse,20,32,,1982,
78,bus,Ost,Arkonaplatz - Brunnenstrasse - Invalidenstrasse - Rosenthaler Platz - Alexanderplatz - S-Bhf. Jannowitzbrücke - Adalbertstrasse - U-Bhf. Märkisches Museum - Oberwallstrasse - Bhf. Friedrichstrasse - Schumannstrasse,10,31,,1982,
78,bus,West,"U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Tauernallee - Watzmannweg - Quarzweg - Grünsteinweg - Tropfsteinweg - Asbestweg - Marienfelder Chaussee - Delmer Steig - An den Achterhöfen - Buckower Friedhof - Buckow, Alt-Buckow",20,16,,1982,
78E,bus,Ost,Arkonaplatz - Brunnenstrasse - Invalidenstrasse - Rosenthaler Platz - Alexanderplatz - S-Bhf. Jannowitzbrücke - Heinrich-Heine-Strasse - Annenstrasse - Melchiorstrasse - Adalbertstrasse,10,18,,1982,
79,bus,Ost,Alexanderstrasse - S-Bhf. Jannowitzbrücke - U-Bhf. Märkisches Museum - Französische Strasse - Otto-Grotewohl-Strasse,15,11,,1982,Kein Verkehr zwischen 7:51 und 14:03?
79,bus,West,U-Bhf. Alt-Mariendorf -  Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Tauernallee - Quarzweg - Marienfelder Chaussee - Am Rötepfuhl - Rathenauer Strasse - Soldiner Strasse - Potsdamer Strasse - Kloster-Zinna-Strasse - Alt-Lichtenrade - Groß-Ziethener-Strasse - Taunusstrasse - Nahariyastrasse - Skarbinastrasse - Lichtenrade Nahariyastrasse,20,24,,1982,
8,bus,Ost,Mahlsdorfer Allee - Summter Strasse - Hultschiner Damm - Jägerstrasse - Köpenicker Strasse - Elsterwerdaer Platz - Oberfeldstrasse - Werner-Lamberz-Strasse - U-Bhf. Friedrichsfelde - Bhf. Lichtenberg,7.5,36,,1982,
8,bus,West,Flughafen Berlin-Tegel - Flugsteig 16 - Haupthalle - Verwaltungsgebäude/Luftfracht - Kaserne Südtor - U-Bhf. Kurt-Schumacher-Platz - Holländerstrasse - Gotthardstrasse - Teichstrasse - Aroser Allee - Genfer Strasse - Residenzstrasse - Stargardtstrasse - Pankower Allee - Ritterlandweg - U-Bhf. Osloer Strasse,15,24,,1982,
81,bus,West,"U-Bhf. Friedrich-Wilhelm-Platz - Stubenrauchstrasse - U-Bhf. Walther-Schreiber-Platz - Alsen-/Fregstrasse - Bismarckstrasse - Bergstrasse - Steglitzer Damm - Munsterdamm - Albrechtstrasse - Leonorenstrasse - Calandrellistrasse/Stadtbad - Rathaus Lankwitz - Lankwitz, Kirche - Bruchwitzstrasse - Alt-Lankwitz - Mühlenstrasse - Alt-Lankwitz, Dorfaue - Greinerstrasse/Dederingstrasse - Alt-Mariendorf - U-Bhf. Alt-Mariendorf - Am Heidefriedhof - Britzer Strasse - Dardanellenweg - Mariendorf Dardanellenweg",7.5,39,,1982,
82,bus,West,Blohmstrasse Ecke Wünsdorfer Strasse - Mozartstrasse - Kirchhainer Damm - Augsburger Strasse - Pechsteinstrasse - Bamberger Strasse - Münchener Strasse - Goltzstrasse - Groß-Ziethener-Strasse - Töpchiner Weg - Potsdamer Strasse - Lichtenrader Damm - Halker Zeile - Grimmstrasse - Barnetstrasse - Simpsonweg - Illigstrasse - Cecilienstrasse - Blohmstrasse/Wünsdorfer Strasse,10,28,,1982,
