,stop_id,stop_name,type,location,in_lines,identifier,stop_description
499,1964499,Hildburghauser Strasse,bus,"52.4177480347187, 13.332272717282247",A11,nan,nan
500,1964500,Hildegardstrasse,bus,"52.48185906011362, 13.320391438761659",A86,nan,nan
501,1964501,Hindenburgdamm,bus,"52.45352507850236, 13.315671490206539","A86,A48",nan,Hindenburgdamm Ecke Unter den Eichen
502,1964502,Hindenburgdamm Ecke Gardeschützweg,bus,"52.44955388842635, 13.315299610724242",A85,nan,nan
503,1964503,Hirschgarten,s-bahn,"52.4579,13.6032",KBS 102,Q4892435,Berlin Hirschgarten station
504,1964504,Hirschgarten,strassenbahn,"52.4518533,13.6006245","84,87",Q66360740,Hirschgarten
505,1964505,Hirtestrasse,strassenbahn,"52.46228517510202, 13.582989445330378",86,nan,nan
506,1964506,Hochgerichtstrasse,bus,"52.53838037062423, 13.183009198076522",A99,nan,Hochgerichtstrasse Ecke Seegefelder Strasse
507,1964507,Hochgerichtstrasse Ecke Seegefelder Strasse,bus,"52.53843535472048, 13.182393702550534",A63,nan,nan
508,1964508,Hochmeisterplatz,bus,"52.49468637986547, 13.301254684721862",A4,nan,Hochmeisterplatz
509,1964509,Hochschule für Ökonomie,strassenbahn,"52.4927681,13.5266059","69,69E",Q65952866,nan
510,1964510,Hohefeldstrasse,bus,"52.62626276180117, 13.299374608466762",A12S,nan,nan
511,1964511,Hohen Neuendorf (b Bln),s-bahn,"52.6684,13.287",KBS 104,Q4500489,nan
512,1964512,"Hohenschönhausen, Falkenberger Strasse",bus,"52.550229554941964, 13.509585042301534",A39,nan,nan
513,1964513,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,"52.5508672,13.5094994","70,64",Q65555882,nan
514,1964514,"Hohenschönhausen, Gartenstadt",strassenbahn,"52.5508672,13.5094994",63,Q65555882,nan
515,1964515,"Hohenschönhausen, Hauptstrasse",strassenbahn,"52.548884396434666, 13.504600838756778","64, 63",nan+ nan,nan+ nan
516,1964516,Hohenschönhauser Strasse,strassenbahn,"52.5359329,13.4729468",3,Q65553684,nan
517,1964517,Hohenschöpping,s-bahn,"52.67,13.1945",KBS 104d,Q19274489,Bahnhof Hohenschöpping
518,1964518,Hohenstaufenplatz,bus,"52.49085480753271, 13.423419999335453",A67,nan,Hohenstaufenplatz
519,1964519,Hohenzollerndamm,s-bahn,"52.4885,13.3004","KBS 100,KBS 100k",Q800503,Berlin Hohenzollerndamm station
520,1964520,Hohenzollerndamm Ecke Stadtautobahn,bus,"52.48792295982247, 13.300561105734886",A65,nan,nan
521,1964521,Hohenzollernplatz,u-bahn,"52.493888888889,13.325",A II,Q571570,Hohenzollernplatz
522,1964522,Hohenzollernring,strassenbahn,"52.55534806923232, 13.198657615343986","54,75,55,53",nan,Hohenzollernring Ecke Schönwalder Allee
523,1964523,Hohenzollernring,strassenbahn,"52.55569292602298, 13.20744492422738","54,75,55,53",nan,Hohenzollernring Ecke Streitstraße
524,1964524,Hohenzollernring Ecke Schönwalder Allee,strassenbahn,"52.55534151822626, 13.19859323872282",76,nan,nan
525,1964525,Hohenzollernring Ecke Schönwalderstrasse,bus,"52.55533190780674, 13.198609053537405",AS1s,nan,nan
526,1964526,Holteistrasse Ecke Boxhagenerstrasse,strassenbahn,"52.5088235,13.465969","3, 13","Q65675805, Q65675805","nan, nan"
527,1964527,Holtheimer Weg,bus,"52.40993443198323, 13.3033907179267",A85,nan,nan
528,1964528,Holzhauser Str.,u-bahn,"52.575833333333,13.296111111111",C I,Q557566,Holzhauser Straße
529,1964529,Holzhauser Strasse,bus,"52.581973276504755, 13.305409380050108",A15,nan,Holzhauser Strasse Ecke Breitenbachstrasse
530,1964530,Holzhauser Strasse,bus,"52.59178549505881, 13.326377240287412",A15,nan,"Holzhauser Strasse, Rathaus Reinickendorf"
531,1964531,Hoppegarten (Mark),s-bahn,"52.5183,13.6734",KBS 101,Q15197357,Hoppegarten (Mark) station
532,1964532,Hottengrund,bus,"52.44597765000425, 13.126251393745859",A35,nan,Hottengrund
533,1964533,Hultschiner Damm,bus,"52.47711373957008, 13.600598140620137",A8,nan,nan
534,1964534,Humannplatz,strassenbahn,"52.5493627,13.4213646",70,Q65962652,Humannplatz
535,1964535,Humboldthain,s-bahn,"52.5451,13.3796","KBS 100d,KBS 100c,KBS 100e",Q481276,Berlin Humboldthain station
536,1964536,Humboldtstrasse,bus,"52.56929443788896, 13.32995611157798",A61,nan,Humboldtstrasse Ecke Ollenhauerstrasse
537,1964537,Hundekehlestrasse,bus,"52.47548162130776, 13.290308772196097",A10,nan,Hundekehlestrasse Ecke Warnemünder Strasse
538,1964538,Huttenstrasse Ecke Beusselstrasse,bus,"52.52740013259484, 13.32867332200994",A89,nan,nan
539,1964539,Händelplatz,bus,"52.45066565860092, 13.31587443471538","A85,A84",nan,nan
540,1964540,Höllenderstrasse Ecke Septimer Strasse,bus,"52.56299560036044, 13.344839082081203",A64,nan,nan
541,1964541,"Hönow, Dorfstrasse",bus,"52.54884927869554, 13.63648687804691",A44,nan,nan
542,1964542,Hönower Wiesenweg Ecke Blockdammweg,strassenbahn,"52.48430451205336, 13.505804756687008",13,nan,nan
543,1964543,Ihnestrasse,bus,"52.44831039409289, 13.276355065531465",A11,nan,Ihnestrasse Ecke Garystrasse
544,1964544,Im Fischgrund,bus,"52.62964256060701, 13.294346609144698",A12S,nan,nan
545,1964545,Imbrosweg,strassenbahn,"52.443541863050356, 13.398564688322455",15,nan,Imbrosweg
546,1964546,Imbrosweg Ecke Dardanellenweg,bus,"52.44483855102966, 13.410828366543775",A81,nan,nan
547,1964547,Imbrosweg Ecke Goldenes Horn,bus,"52.442111970185884, 13.404515856251276",A81,nan,nan
548,1964548,Industriestrasse,strassenbahn,"52.455350229930445, 13.409794385645863",15,nan,Industriestrasse
549,1964549,Innsbrucker Platz,bus,"52.478545508234895, 13.34405868604117","A16,A75,A84,A48,A4,A65,A83",nan,Innsbrucker Platz
550,1964550,Innsbrucker Platz,s-bahn,"52.4786,13.3439","KBS 100,KBS 100k",Q111263876,S-Bahnhof Innsbrucker Platz
551,1964551,Innsbrucker Platz,u-bahn,"52.4786,13.3439",B I,Q10275871,nan
552,1964552,Invalidenstrasse,bus,"52.53056312073795, 13.383072771001865","A59,A86",nan,nan
553,1964553,Invalidenstrasse,strassenbahn,"52.5324542,13.3974236",82,Q65691740,nan
554,1964554,Invalidenstrasse Ecke Chausseestrasse,strassenbahn,"52.5304158,13.3827302",1,Q65552697,U Naturkundemuseum
555,1964555,Jakob-Kaiser-Platz,bus,"52.536739701449115, 13.293604878938678","A99,A65,A72",nan,nan
556,1964556,Jakob-Kaiser-Platz,strassenbahn,"52.53674527783534, 13.293570890395548",55,nan,nan
557,1964557,Jannowitzbrücke,s-bahn,"52.514822222222,13.41795","KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104",Q27955427,S-Jannowitzbrücke station
558,1964558,"Jerusalems-Kirche, Lindenstrasse",bus,"52.507080658279015, 13.398349137947935",A67,nan,"Jerusalems-Kirche, Lindenstrasse"
559,1964559,Joachim-Friedrich-Strasse,bus,"52.49796465694724, 13.296270941417216",A29,nan,Joachim-Friedrich-Strasse Ecke Kurfürstendamm
560,1964560,Joachim-Friedrich-Strasse Ecke Kurfürsten Damm,bus,"52.497990910880795, 13.296176084656011",A69,nan,nan
561,1964561,Joachimstaler Strasse,bus,"52.50380704791941, 13.331281572821457",A29,nan,Joachimstaler Strasse
562,1964562,Joachimstaler Strasse Ecke Kurfürstendamm,bus,"52.503848526250394, 13.331282191682005","A69,A19",nan,nan
563,1964563,Joachimstrasse,bus,"52.40316589631168, 13.57664158970399",A38,nan,Joachimstrasse Ecke Schulzendorfer Strasse
564,1964564,Johannesstift,strassenbahn,"52.56762416524039, 13.191782610265674","54,76",nan,Johannesstift
565,1964565,"Johannisthal, Haeckelstrasse",strassenbahn,"52.4402944,13.5052638","85,69,69E",Q66225573,Haeckelstraße
566,1964566,Johannisthaler Chaussee,bus,"52.45136033294721, 13.488299619950027",A47,nan,Johannisthaler Chaussee Ecke Königsheideweg
567,1964567,Johannisthaler Chaussee Ecke Rudower Strasse,strassenbahn,"52.43435364367422, 13.469009981039713",47,nan,nan
568,1964568,John-Foster-Dulles-Allee,bus,"52.517085214536316, 13.354609198247653",A24,nan,John-Foster-Dulles-Allee Ecke Spreeweg
569,1964569,Jungfernheide,s-bahn,"52.53035,13.299433333333","KBS 100a,KBS 100,KBS 100b",Q110977325,S-Bahnhof Jungfernheide
570,1964570,Jungfernstieg,bus,"52.42812725440389, 13.325285480034943",A53,nan,nan
571,1964571,Jänickestrasse,bus,"52.427213941734294, 13.271659447787256",A53,nan,nan
572,1964572,"Jüdenstrasse, Molkenmarkt",strassenbahn,"52.516142213164905, 13.410591792750504",71,nan,nan
573,1964573,Kadettenweg Ecke Finckenstein Allee,bus,"52.432455613369925, 13.299200637706466",A84,nan,nan
574,1964574,Kaiser-Friedrich-Strasse,bus,"52.50678666128108, 13.302343266081147",A74,nan,nan
575,1964575,Kaiser-Wilhelm-Platz,bus,"52.486329247981715, 13.35655627172785","A75,A84,A48,A4,A83",nan,Kaiser-Wilhelm-Platz
576,1964576,Kaiserdamm (Messedamm),u-bahn,"52.51,13.2822",A I,Q656409,Kaiserdamm
577,1964577,Kaisereiche,bus,"52.46896806014468, 13.332614886077709","A84,A75,A25,A48",nan,Kaisereiche
578,1964578,Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm,bus,"52.45934920938466, 13.384516351201325",A68,nan,nan
579,1964579,Kaiserstrasse Ecke Lichtenrader Damm,bus,"52.44557089540447, 13.385756922980768",A76,nan,nan
580,1964580,Kaiserstrasse Ecke Mariendorfer Damm,bus,"52.445571772041696, 13.38576290701988","A77,A78",nan+ nan,nan+ nan
581,1964581,Kaiserstrasse/Ringstrasse,bus,"52.44449600134536, 13.372233806361567",A33,nan,Kaiserstrasse/Ringstrasse
582,1964582,Kali-Chemie,strassenbahn,"52.46329854840191, 13.499789773217568","95, 92,87","nan, nan+ nan","nan, nan+ nan"
583,1964583,Kanalstrasse,bus,"52.42383870085989, 13.514466425990765",A52,nan,Kanalstrasse Ecke Köpenicker Strasse
584,1964584,Kantstrasse,bus,"52.50678794910284, 13.302320269833038",A21,nan,Kantstrasse Ecke Kaiser-Friedrich-Strasse
585,1964585,Kantstrasse Ecke Wilmersdorferstrasse,bus,"52.50670639024441, 13.306680353058255","A86,A89",nan,nan
586,1964586,Karl-Marx-Str.,u-bahn,"52.476111111111,13.439166666667",C I,Q519494,Karl-Marx-Straße
587,1964587,Karl-Marx-Strasse Ecke Saalestrasse,bus,"52.46972817032199, 13.441591003771892",A65,nan,nan
588,1964588,Karlshorst,s-bahn,"52.4808,13.5258",KBS 102,Q111327045,S-Bahnhof Berlin Karlshorst
589,1964589,Karlshorster Strasse,strassenbahn,"52.502334098187674, 13.475466875195085",13,nan,Karlshorster Strasse
590,1964590,Karolinenhof Mitte,strassenbahn,"52.39176095915858, 13.634654256792825",86,nan,nan
591,1964591,Karolinenstrasse,bus,"52.59678679258494, 13.276661373436578",A20,nan,Karolinenstrasse Ecke Hermsdorfer Damm
592,1964592,Karow,s-bahn,"52.615,13.4692",KBS 106,Q111324168,S-Bahnhof Berlin Karow
593,1964593,"Karower Strasse, Alt-Buch",bus,"52.635310738168464, 13.499118561530608",A42,nan,nan
594,1964594,Kaserne Südtor,bus,"52.55685969560147, 13.3084342409763",A21,nan,Kaserne Südtor
595,1964595,Katzbachstrasse,bus,"52.491584280543336, 13.376725460315825",A19,nan,Katzbachstrasse Ecke Yorckstrasse
596,1964596,Kaulsdorf,s-bahn,"52.5121,13.5904",KBS 101,Q800478,Berlin-Kaulsdorf railway station
597,1964597,"Kaulsdorf, Bausdorfstrasse",bus,"52.51256368150751, 13.601906818686038",A49,nan,"Kaulsdorf, Bausdorfstrasse"
598,1964598,Kettinger Strasse Ecke Alt-Marienfelde,bus,"52.41325553402322, 13.395474358936553",A52,nan,nan
599,1964599,Kienberg,bus,"52.3517661544751, 13.549307007329256",AD,nan,nan
600,1964600,Kienhorststrasse,bus,"52.574659559210936, 13.31439977436834",A21,nan,nan
601,1964601,Kienitzer Strasse,bus,"52.47608298573934, 13.426805723150405",A4,nan,nan
602,1964602,Kinderheim,bus,"52.4898153097415, 13.481404230737937",82P,nan,"Stralau, Kinderheim"
603,1964603,Kinderheim Ruhleben,bus,"52.52796709321304, 13.230713275419049",A31,nan,Kinderheim Ruhleben
604,1964604,Kirschenallee,bus,"52.52039013242021, 13.267190178094994",AS1s,nan,nan
605,1964605,Kirschenallee,strassenbahn,"52.52037354122697, 13.267241546337495","54,53",nan,Kirschenallee
606,1964606,Kisselnallee Ecke Pionierstrasse,bus,"52.556501057441956, 13.188670871494672",A63,nan,nan
607,1964607,Kladow,Fähre,"52.45151498638808, 13.147961938847912",Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan,nan
608,1964608,Klausenerplatz,bus,"52.51924427298945, 13.291948741419509",A74,nan,nan
609,1964609,Klausenerplatz,strassenbahn,"52.519202008553854, 13.291867366490655","54,53",nan,Klausenerplatz
610,1964610,Klein Ziethen,bus,"52.379580499215606, 13.44656986522325",AZ,nan,Klein Ziethen
611,1964611,Klement-Gottwald-Allee,strassenbahn,"52.55207481375682, 13.465630856253787",3,nan,nan
612,1964612,Klement-Gottwald-Allee Ecke Rennbahnstrasse,bus,"52.55694652931542, 13.466966083751453","A45,A46",nan+ nan,nan+ nan
613,1964613,Klement-Gottwald-Allee Ecke Rennbahnstrasse,strassenbahn,"52.5573986,13.4656872","74E,74,72",Q65954749,nan
614,1964614,Klingsorstrasse,bus,"52.45309021884074, 13.33121103955973","A33,A86",nan,Klingsorstrasse Ecke Albrechtstrasse
615,1964615,Klingsorstrasse Ecke Hindenburgdamm,bus,"52.44314117204108, 13.31567234934763",A84,nan,nan
616,1964616,Klinkeplatz,bus,"52.555551464661846, 13.198549783852652",AS1s,nan,Klinkeplatz
617,1964617,Klosterstr.,u-bahn,"52.516111111111,13.412222222222",A,Q657893,Klosterstraße station
618,1964618,Klosterstrasse,bus,"52.51798604342281, 13.412126746747086",O30,nan,Klosterstrasse
619,1964619,Klosterstrasse Ecke Carl-Schurz-Strasse,bus,"52.53290603457378, 13.198435793764723","A92, A80",nan,nan
620,1964620,Knesebeckstrasse,bus,"52.428912094809505, 13.267664971836647",A53,nan,Knesebeckstrasse Ecke Seehofstrasse
621,1964621,Kniprodestrasse,strassenbahn,"52.5325286,13.4406868","4,13,69E",Q65707391,Kniprodestraße/Danziger Straße
622,1964622,Kniprodestrasse Ecke Ermländische Strasse,bus,"52.53214047166688, 13.441498411095067",A57,nan,nan
623,1964623,KoblanckStrasse,bus,"52.426175417562064, 13.161460962278303",A51,nan,KoblanckStrasse Ecke Am Großen Wannsee
624,1964624,Kochstr.,u-bahn,"52.505897222222,13.390611111111",C I,Q201849,Kochstraße
625,1964625,Kohlhasenbrück,bus,"52.399386850068794, 13.141401147548066",A18,nan,nan
626,1964626,"Kolonie ""Land in Sonne""",bus,"52.55462883361286, 13.511870302373488",A39,nan,"Kolonie ""Land in Sonne"" Ecke Wartenberger Strasse"
627,1964627,Kongreßhalle,bus,"52.51763253396976, 13.363196975404886",A69,nan,nan
628,1964628,Kopenhagener Strasse,bus,"52.574260461143574, 13.359154742049908",A14,nan,Kopenhagener Strasse & Klemkestrasse
629,1964629,Kopernikusstrasse,strassenbahn,"52.5105842,13.4526258",3,nan,nan
630,1964630,Kosterstrasse,bus,"52.51798604342281, 13.412126746747086",O30,nan,Klosterstrasse
631,1964631,Kottbusser Brücke,bus,"52.496030844936435, 13.420070402767054",A67,nan,Kottbusser Brücke
632,1964632,Kottbusser Damm (Schönleinstr.),u-bahn,"52.493055555556,13.421944444444",D,Q666868,Schönleinstraße metro station
633,1964633,Kottbusser Tor,u-bahn,"52.499166666667,13.418055555556","A I,A II,D",Q819768,Kottbusser Tor station
634,1964634,Kraftwerk Klingenberg,strassenbahn,"52.4881374,13.4958685","13,82",Q66079524,nan+ nan
635,1964635,Krahmerstrasse Ecke Hindenburgdamm,bus,"52.437855612569855, 13.315672966543055",A84,nan,nan
636,1964636,Krampnitzer Weg,bus,"52.45227343259078, 13.13842230425098",A35,nan,Krampnitzer Weg Ecke Sarkower Landstrasse
637,1964637,Krankenhaus Havelhöhe,bus,"52.462919334280684, 13.15899083159388","A34,A35",nan,nan
638,1964638,Krankenhaus Heckeshorn,bus,"52.43498872792054, 13.161716693825408",A51,nan,Krankenhaus Heckeshorn
639,1964639,Krankenhaus Hohengatow,bus,"52.470449875602235, 13.169391604448148","A34,A35",nan,Krankenhaus Hohengatow
640,1964640,Krankenhaus Köpenick,strassenbahn,"52.43861200573594, 13.592411258792163",95,nan,nan
641,1964641,Krankenhaus Moabit,bus,"52.52631363859675, 13.347762408358612",A70,nan,Krankenhaus Moabit
642,1964642,Krankenhaus Neukölln,strassenbahn,"52.43977054074335, 13.459359057866306",47,nan,nan
643,1964643,Krankenhaus Tegel-Süd,bus,"52.57573397877684, 13.278749331662",A13,nan,Krankenhaus Tegel-Süd
644,1964644,Krankenhaus Wannsee,bus,"52.43102764694952, 13.164964517227903",A51,nan,Krankenhaus Wannsee
645,1964645,Kranoldplatz,bus,"52.427774762936416, 13.326473583049795",A11,nan,nan
646,1964646,Kranoldplatz,strassenbahn,"52.42782085368502, 13.326575786308617",96,nan,nan
647,1964647,Kreuzbergstrasse,bus,"52.48940663862394, 13.376689964763667",A28,nan,Kreuzbergstrasse Ecke Kreuzbergstrasse
648,1964648,Kronprinzessinen Weg,bus,"52.41994047416807, 13.17530094854083",A18,nan,Kronprinzessinen Weg Ecke Potsdamer Chaussee
649,1964649,Krottnaurerstrasse Ecke Alemannenstrasse,bus,"52.43405200590004, 13.206636339604483",A53,nan,nan
650,1964650,Krumme Lanke,u-bahn,"52.443333333333,13.241388888889",A II,Q663945,Krumme Lanke metro station
651,1964651,Kuhligkshofstrasse Ecke Albrechtstrasse,bus,"52.456474642750656, 13.322660252262637",A32,nan,nan
652,1964652,Kurfürstendamm,u-bahn,"52.504166666667,13.332777777778","G,B III",Q663933,nan
653,1964653,Kurfürstendamm Ecke Joachimstaler Strasse,bus,"52.503861587707846, 13.33136802337261",A60,nan,nan
654,1964654,Kurfürstendamm Ecke Joachimstalerstrasse,bus,"52.503821761621026, 13.331324056667572",AS2s,nan,nan
655,1964655,Kurfürstendamm Ecke Joachimstalerstrasse,bus,"52.50383593367454, 13.331285136354273",AS3s,nan,nan
656,1964656,Kurfürstendamm Ecke Joachimsthaler Strasse,bus,"52.503834218422035, 13.331254318798976","A10,A21",nan,nan
657,1964657,Kurfürstendamm Ecke Konstanzer Strasse,bus,"52.500616418341856, 13.313034562695215",A1,nan,nan
658,1964658,Kurfürstendamm Ecke Uhlandstrasse,bus,"52.5025171106333, 13.325215394301777",A60,nan,nan
659,1964659,Kurfürstendamm Ecke Wilmersdorferstrasse,bus,"52.500005603908086, 13.307037476743691","A86,A89",nan,nan
660,1964660,Kurfürstendamm Ecke Wilmersdorferstrasse,bus,"52.50001125809637, 13.307143508010768",A74,nan,nan
661,1964661,Kurfürstenstr.,u-bahn,"52.5,13.361944444444","A I,A II",Q690203,Kurfürstenstraße metro station
662,1964662,Kurische Strasse,bus,"52.53541468899389, 13.439085794623837",A9,nan,Kurische Strasse
663,1964663,Kurt-Fischer-Platz,bus,"52.57973292845757, 13.398330728468228","A7,A7E",nan,Kurt-Fischer-Platz
664,1964664,Kurt-Fischer-Platz,strassenbahn,"52.578668,13.3983016","46,22",Q65032974,Grabbeallee/Pastor-Niemöller-Platz
665,1964665,Kurt-Schumacher-Damm,bus,"52.539636633140965, 13.29506456252715",A65,nan,nan
666,1964666,Kurt-Schumacher-Platz,bus,"52.563438249109005, 13.32713028618972",A21,nan,Kurt-Schumacher-Platz
667,1964667,Kurt-Schumacher-Platz,u-bahn,"52.563555555556,13.326572222222",C I,Q555916,Kurt-Schumacher-Platz
668,1964668,Köllnische Heide,s-bahn,"52.4694,13.4675",KBS 100k,Q800505,Köllnische Heide station
669,1964669,Königin-Elisabeth-Strasse,bus,"52.5100262651791, 13.281782266209204",A74,nan,Königin-Elisabeth-Strasse Ecke Spandauer Damm
670,1964670,Königin-Elisabeth-Strasse,strassenbahn,"52.51841661774004, 13.280185271122395","54,53",nan,Königin-Elisabeth-Strasse
671,1964671,Königin-Luise-Strasse,bus,"52.45831794711095, 13.287027476333241","A10,AS3s",nan,Königin-Luise-Strasse Ecke Pacelliallee
672,1964672,Königin-Luise-Strasse,bus,"52.46046250414625, 13.274837141314253","A10,AS3s",nan,Königin-Luise-Strasse Ecke Clayallee
673,1964673,Königs Wusterhausen,s-bahn,"52.2966,13.6311",KBS 103,Q178002,Königs Wusterhausen station
674,1964674,Königsheideweg,bus,"52.44659456672834, 13.50649293086447",A48,nan,nan
675,1964675,Königstor,bus,"52.52520269485428, 13.419834994127731","A57,A9,O40,O30",nan,Königstor
676,1964676,Königstor,strassenbahn,"52.52821600265539, 13.423869016265495","74E,74",nan,Königstor
677,1964677,Königstrasse,bus,"52.41987226002477, 13.175332944592043",A6,nan,Königstrasse Ecke Kronprinzessinnenweg
678,1964678,Königstrasse/Kronprinzessinnenweg,bus,"52.41989533124603, 13.17532169204708",A51,nan,Königstrasse/Kronprinzessinnenweg
679,1964679,Köpenick,s-bahn,"52.4586,13.5808",KBS 102,Q800479,Berlin-Köpenick station
680,1964680,"Köpenick, Krankenhaus",bus,"52.43861200573594, 13.592411258792163",A27,nan,"Köpenick, Krankenhaus"
681,1964681,Köpenicker Landstrasse Ecke Baumschulenstrasse,strassenbahn,"52.46913201072182, 13.491340045687773",87,nan,Köpenicker Landstrasse Ecke Baumschulenstrasse
682,1964682,Köpenicker Strasse,bus,"52.417188859212956, 13.493835883883817",A52,nan,Köpenicker Strasse Ecke Neuköllner Strasse
683,1964683,Köpenicker Strasse Ecke Neuköllner Strasse,strassenbahn,"52.416809675602885, 13.494173529898976",47,nan,nan
684,1964684,Körtingstrasse,bus,"52.43481849058747, 13.378266822562516",A77,nan,nan
685,1964685,Körtingstrasse,strassenbahn,"52.434802727145076, 13.378295684287906",15,nan,nan
686,1964686,Küstriner Platz,bus,"52.51324778107561, 13.439333192026231","O40,O30",nan,nan
687,1964687,LPG Falkenberg,bus,"52.57689764194031, 13.582483848603614",A46,nan,nan
688,1964688,Landgericht,bus,"52.52698925988807, 13.297167647658592",A72,nan,Landgericht
689,1964689,Langestrasse,bus,"52.42309131519768, 13.32930239461037",A11,nan,nan
690,1964690,Lankwitz,s-bahn,"52.4386,13.3417",KBS 100d,Q800481,Lankwitz station
691,1964691,"Lankwitz, Kirche",bus,"52.43629186979271, 13.345745387354132","A81,A2,A83,A32",nan,"Lankwitz, Kirche"
692,1964692,"Lankwitz, Kirche",strassenbahn,"52.43629411008752, 13.34577793920493",96,nan,"Lankwitz, Kirche"
693,1964693,Lauenburger Platz,bus,"52.461985842386426, 13.33927388252173",A75,nan,nan
694,1964694,Lehnitz,s-bahn,"52.7411,13.2635",KBS 104,Q4258498,Lehnitz station
695,1964695,Lehrter Stadtbahnhof,s-bahn,"52.5253,13.3694","KBS 100h,KBS 100g",Q821299,Berlin Lehrter Stadtbahnhof
696,1964696,Leibnizstrasse Ecke Kantstrasse,bus,"52.50628811926533, 13.313953720007843",AS4,nan,nan
697,1964697,Leibnizstrasse Ecke Kurfürstendamm,bus,"52.500647891248605, 13.313040549353639",A69,nan,nan
698,1964698,Leibnizstrasse Ecke Otto-Suhr-Allee,bus,"52.51466735877481, 13.31516095265439",A62,nan,nan
699,1964699,Leinestr.,u-bahn,"52.472777777778,13.428333333333",D,Q668563,Leinestraße
700,1964700,Leipziger Strasse Ecke Wilhelmstrasse,strassenbahn,"52.51000007018473, 13.384208357671987",74,nan,nan
701,1964701,Leninallee,s-bahn,"52.5295,13.4548","KBS 106a,KBS 104,KBS 106",Q800507,Berlin Landsberger Allee station
702,1964702,Leninallee,strassenbahn,"52.5259343,13.4462368","4,13",Q65553230,Landsberger Allee/Petersburger Straße
703,1964703,Leninplatz,bus,"52.523238998562235, 13.433594583798834",O40,nan,Leninplatz
704,1964704,Leninplatz,strassenbahn,"52.5232658,13.4326457","1,63,69,64",Q65553105,Platz der Vereinten Nationen
705,1964705,Leonorenstrasse,bus,"52.44442573429372, 13.338912596810317","A32,A17",nan,nan
706,1964706,Leonorenstrasse Ecke Albrechstrasse,bus,"52.44438797088069, 13.338915879287914",A2,nan,nan
707,1964707,Leonorenstrasse Ecke Siemensstrasse,bus,"52.44438057977062, 13.338875271971135",A81,nan,nan
708,1964708,Leopoldplatz,bus,"52.54647397037027, 13.359233475022176","A64,A12S,A79",nan,nan
709,1964709,Leopoldplatz,u-bahn,"52.5465,13.3591","G,C I",Q1960809,Leopoldplatz metro station
710,1964710,Lepsiusstrasse,bus,"52.45883023513571, 13.315599065479873",A68,nan,Lepsiusstrasse Ecke Grunewaldstrasse
711,1964711,Lerbacher Weg Ecke Tautenbergstrasse,bus,"52.42568607125241, 13.347598950875563",A2,nan,nan
712,1964712,Lerchenstrasse,strassenbahn,"52.455164145486215, 13.734409241881236",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),nan,nan
713,1964713,Letteplatz,bus,"52.56412188866506, 13.371104785256344",A79,nan,nan
714,1964714,Leuthingerweg,bus,"52.54180680726089, 13.163727103711182",A63,nan,Leuthingerweg Ecke Seegefelder Weg
715,1964715,Lichtenberg,s-bahn,"52.5106,13.4964",KBS 101,Q634247,Berlin-Lichtenberg station
716,1964716,Lichtenberger Strasse,strassenbahn,"52.552032612200605, 13.465689924366766","74E,74,70,72",nan,nan
717,1964717,Lichtenberger Strasse Ecke Klement-Gottwald-Allee,bus,"52.55200517673564, 13.465477958826924",A45,nan,nan
718,1964718,Lichtenrade,s-bahn,"52.3876,13.3963",KBS 100c,Q6543354,Lichtenrade station
719,1964719,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,"52.38867704828861, 13.394344156462488",AS2s,nan,nan
720,1964720,"Lichtenrade, Goethestrasse",bus,"52.40437993547595, 13.406198387437845",AS2s,nan,"Lichtenrade, Goethestrasse Ecke Lichtenrader Damm"
721,1964721,Lichtenrader Damm Ecke Marienfelder Chaussee,bus,"52.414549898596256, 13.401151633268544",A52,nan,nan
722,1964722,Lichterfelde Ost,s-bahn,"52.43,13.3289",KBS 100d,Q111311299,S-Bahnhof Berlin Lichterfelde-Ost
723,1964723,Lichterfelde Süd,s-bahn,"52.41,13.3086",KBS 100d,Q800482,Lichterfelde Süd station
724,1964724,Lichterfelde West,s-bahn,"52.4433,13.2947",KBS 100e,Q111327103,S-Bahnhof Berlin Lichterfelde West
725,1964725,Lindauer Strasse,bus,"52.573378512244474, 13.359026284637647","A12,A12S,A71",nan,Lindauer Strasse Ecke Residenzstrasse
726,1964726,Lindauer Strasse Ecke Residenzstrasse,bus,"52.57332805900587, 13.35899004155058",A72,nan,nan
727,1964727,Lindenberg,bus,"52.602597712625055, 13.5250306401055",AL,nan,Lindenberg
728,1964728,Lindenstrasse,strassenbahn,"52.50703628824205, 13.398245194666595",96,nan,Lindenstrasse Ecke Oranienstrasse
729,1964729,Lindenstrasse Ecke Bahnhofstrasse,strassenbahn,"52.4505094,13.572684","83,86,84",Q66095701,nan
730,1964730,Lindenstrasse Ecke Hegelschule,strassenbahn,"52.4505094,13.572684","85,82,95",Q66095701,nan
731,1964731,Lindenstrasse Ecke Müllerstrasse,bus,"52.417547142375135, 13.306660718895618",A1,nan,nan
732,1964732,Lindenthaler Allee,s-bahn,"52.4375,13.2325",KBS 100e,Q315891,Berlin Mexikoplatz station
