stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
688,Lankwitz,s-bahn,KBS 100d,"52.4386,13.3417",Q800481,686,KBS 106,Lankwitz station
689,"Lankwitz, Kirche",bus,"A81,A2,A83,A32","52.43629186979271, 13.345745387354132",nan,687,"A32,A2","Lankwitz, Kirche"
690,"Lankwitz, Kirche",strassenbahn,96,"52.43629411008752, 13.34577793920493",nan,688,96,"Lankwitz, Kirche"
691,Lauenburger Platz,bus,A75,"52.461985842386426, 13.33927388252173",nan,689,A75,nan
692,Lehnitz,s-bahn,KBS 104,"52.7411,13.2635",Q4258498,691,KBS 104,Lehnitz station
693,Lehrter Stadtbahnhof,s-bahn,"KBS 100h,KBS 100g","52.5253,13.3694",Q821299,692,"KBS 101,KBS 102",Berlin Lehrter Stadtbahnhof
694,Leibnizstrasse Ecke Kantstrasse,bus,AS4,"52.50628811926533, 13.313953720007843",,,,
695,Leibnizstrasse Ecke Kurfürstendamm,bus,A69,"52.500647891248605, 13.313040549353639",nan,693,A69,nan
696,Leibnizstrasse Ecke Otto-Suhr-Allee,bus,A62,"52.51466735877481, 13.31516095265439",nan,694,A62,nan
697,Leinestr.,u-bahn,D,"52.472777777778,13.428333333333",Q668563,695,D,Leinestraße
698,Leipziger Strasse Ecke Wilhelmstrasse,strassenbahn,74,"52.51000007018473, 13.384208357671987",nan,696,74,nan
699,Leninallee,s-bahn,"KBS 106a,KBS 104,KBS 106","52.5295,13.4548",Q800507,697,"KBS 103a,KBS 106",Berlin Landsberger Allee station
700,Leninallee,strassenbahn,"4,13","52.5259343,13.4462368",Q65553230,698,"13,4",Landsberger Allee/Petersburger Straße
701,Leninplatz,bus,O40,"52.523238998562235, 13.433594583798834",nan,699,O40,Leninplatz
702,Leninplatz,strassenbahn,"1,63,69,64","52.5232658,13.4326457",Q65553105,700,"64,63,1",Platz der Vereinten Nationen
703,Leonorenstrasse,bus,"A32,A17","52.44442573429372, 13.338912596810317",,,,
704,Leonorenstrasse Ecke Albrechstrasse,bus,A2,"52.44438797088069, 13.338915879287914",,,,
705,Leonorenstrasse Ecke Siemensstrasse,bus,A81,"52.44438057977062, 13.338875271971135",,,,
706,Leopoldplatz,bus,"A64,A12S,A79","52.54647397037027, 13.359233475022176",nan,703,A64,nan
707,Leopoldplatz,u-bahn,"G,C I","52.5465,13.3591",Q1960809,704,C I,Leopoldplatz metro station
708,Lepsiusstrasse,bus,A68,"52.45883023513571, 13.315599065479873",nan,705,A68,Lepsiusstrasse Ecke Grunewaldstrasse
709,Lerbacher Weg Ecke Tautenbergstrasse,bus,A2,"52.42568607125241, 13.347598950875563",,,,
710,Lerchenstrasse,strassenbahn,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.455164145486215, 13.734409241881236",,,,
711,Letteplatz,bus,A79,"52.56412188866506, 13.371104785256344",,,,
712,Leuthingerweg,bus,A63,"52.54180680726089, 13.163727103711182",nan,709,A63,Leuthingerweg Ecke Seegefelder Weg
713,Lichtenberg,s-bahn,KBS 101,"52.5106,13.4964",Q634247,710,KBS 101,Berlin-Lichtenberg station
714,Lichtenberger Strasse,strassenbahn,"74E,74,70,72","52.552032612200605, 13.465689924366766",,,,
715,Lichtenberger Strasse Ecke Klement-Gottwald-Allee,bus,A45,"52.55200517673564, 13.465477958826924",,,,
716,Lichtenrade,s-bahn,KBS 100c,"52.3876,13.3963",Q6543354,712,KBS 105,Lichtenrade station
717,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,AS2s,"52.38867704828861, 13.394344156462488",nan,713,AS2,nan
718,"Lichtenrade, Goethestrasse",bus,AS2s,"52.40437993547595, 13.406198387437845",nan,714,AS2,"Lichtenrade, Goethestrasse Ecke Lichtenrader Damm"
719,Lichtenrader Damm Ecke Marienfelder Chaussee,bus,A52,"52.414549898596256, 13.401151633268544",,,,
720,Lichterfelde Ost,s-bahn,KBS 100d,"52.43,13.3289",Q111311299,716,KBS 106,S-Bahnhof Berlin Lichterfelde-Ost
721,Lichterfelde Süd,s-bahn,KBS 100d,"52.41,13.3086",Q800482,717,KBS 106,Lichterfelde Süd station
722,Lichterfelde West,s-bahn,KBS 100e,"52.4433,13.2947",Q111327103,718,KBS 104,S-Bahnhof Berlin Lichterfelde West
723,Lindauer Strasse,bus,"A12,A12S,A71","52.573378512244474, 13.359026284637647",nan,719,"A71,A12",Lindauer Strasse Ecke Residenzstrasse
724,Lindauer Strasse Ecke Residenzstrasse,bus,A72,"52.57332805900587, 13.35899004155058",nan,720,A72,nan
725,Lindenberg,bus,AL,"52.602597712625055, 13.5250306401055",nan,721,AL,Lindenberg
726,Lindenstrasse,strassenbahn,"96","52.50703628824205, 13.398245194666595",nan,723,"96,78",Lindenstrasse Ecke Oranienstrasse
727,Lindenstrasse Ecke Bahnhofstrasse,strassenbahn,"83,86,84","52.4505094,13.572684",Q66095701,,,
728,Lindenstrasse Ecke Hegelschule,strassenbahn,"85,82,95","52.4505094,13.572684",Q66095701,,,
729,Lindenstrasse Ecke Müllerstrasse,bus,A1,"52.417547142375135, 13.306660718895618",,,,
730,Lindenthaler Allee,s-bahn,KBS 100e,"52.4375,13.2325",Q315891,725,KBS 104,Berlin Mexikoplatz station
731,Lindhorstweg,bus,A48,"52.44148583643127, 13.50065005792854",,,,
732,Loewenhardtdamm,bus,A28,"52.48165790097863, 13.374453287679744",nan,727,A28,Loewenhardtdamm Ecke Badener Ring
733,Louise-Schroeder-Platz,bus,A16,"52.55713317342601, 13.365513694540711",nan,728,A16,Louise-Schroeder-Platz
734,Ludwigkirchstrasse/Pariser Strasse,bus,A60,"52.497535465268555, 13.324328066962357",nan,729,A60,Ludwigkirchstrasse/Pariser Strasse
735,Luise-Schröder-Platz,bus,A72,"52.55757019957571, 13.365470778195588",nan,730,A72,nan
736,Luisenhain,strassenbahn,84,"52.4449613295304, 13.574123688947562",,,,
737,Luisenplatz,bus,"A62,A87,A89,A21,AS1s","52.52005408723936, 13.2995133852506",nan,731,"A65,A21,A62,AS1",Luisenplatz
738,Luisenplatz,strassenbahn,"54,53,55","52.51951940474329, 13.300024347605849",nan,732,"53,3,54,55",Luisenplatz
739,Lupsteiner Weg,bus,A10,"52.40950895120702, 13.251647735398342",nan,733,A10,Lupsteiner Weg Ecke Sachtlebenstrasse
740,Lutherstrasse,bus,A29,"52.50104544166847, 13.34692193817342",nan,735,A29,Lutherstrasse Ecke Kleiststrasse
741,Luxemburgplatz,u-bahn,A,"52.528333333333,13.410277777778",Q658790,736,A,Rosa-Luxemburg-Platz station
742,Luzerner Strasse,bus,A53,"52.42399460780493, 13.293333572320618",nan,737,A53,Luzerner Strasse
743,Lynastrasse,bus,AS1s,"52.54898935768741, 13.210225795636823",nan,738,AS1,Lynarstrasse Ecke Neuendorfer Strasse
744,Lynastrasse Ecke Neuendorfer Strasse,strassenbahn,"54,53","52.54898037206874, 13.210198880046686",nan,739,"53,54",nan
745,"Lübars, Dorfaue",bus,A20,"52.62095733281459, 13.358934481999336",nan,740,A20,"Lübars, Dorfaue"
746,Lübarser Strasse Ecke Eichhorster Weg,bus,A15,"52.602799715487954, 13.335712353984228",,,,
747,Lützowplatz,bus,"A24,A69,A16","52.505029017314186, 13.351822867208506",nan,742,"A69,A16,A24",Lützowplatz
748,Lützowstrasse,bus,"A29,A48","52.50531004879477, 13.35374234810531 ; 52.5030789103706, 13.36561126569968",nan,743,A29 ; A48,Lützowplatz ; Lützowstrasse Ecke Potsdamer Strasse
749,Lützowstrasse Ecke Potsdamer Strasse,bus,A83,"52.50309850289834, 13.365697096281256",,,,
750,Machandelweg,bus,"A5,A31,A92","52.52483519555124, 13.24567177943413",nan,745,"A5,A31",Machandelweg
751,Machnower Strasse Ecke Berlepschstrasse,bus,A66,"52.42978244172841, 13.257044671164005",nan,746,A66,nan
752,Magdalenenstr.,u-bahn,E,"52.5125,13.486388888889",Q473901,747,E,Magdalenenstraße
753,Magistratsweg,bus,A31,"52.5331201414446, 13.158067208455051",nan,748,A31,Magistratsweg Ecke Brunsbütteler Damm
754,Magistratsweg Ecke Brunsbütteler Damm,bus,A80,"52.53308685678349, 13.157955808881047",,,,
755,Mahlsdorf,s-bahn,KBS 101,"52.5121,13.6106",Q800484,750,KBS 101,Mahlsdorf railway station
756,Mahlsdorf-Süd,strassenbahn,83,"52.4741663,13.5991443",Q66368466,751,83,Mahlsdorf-Süd
757,"Mahlsdorf-Süd, Hubertus",strassenbahn,"86,82","52.4741663,13.5991443",Q66368466,752,"86,82",Mahlsdorf-Süd
758,"Malchow, Dorfstrasse",bus,"AL,A46","52.580462270708544, 13.482797576255583",nan,753,"AL,A46","Malchow, Dorfstrasse"
759,Malchower Weg,bus,A46,"52.56152031238405, 13.500485897507804",nan,754,A46,Malchower Weg Ecke Falkenberger Chaussee
760,Malteserstrasse Ecke Belßstrasse,bus,A32,"52.4291455079705, 13.35460406632292",,,,
761,Malteserstrasse Ecke Paul-Schneider-Strasse,bus,A83,"52.433325866040605, 13.353018739558587",,,,
762,Marburger Strasse,bus,A62,"52.50371964602222, 13.337728344178407",nan,755,A62,Marburger Strasse Ecke Tauentzienstraße 
763,Marchandstrasse,bus,A32,"52.423049326436605, 13.357354547531147",nan,756,A32,Marchandstrasse Ecke Maltestrasse
764,Marchlewskistr.,u-bahn,E,"52.516794444444,13.444991666667",Q551768,757,E,Weberwiese
765,Mariannenplatz,bus,A28,"52.50228674193422, 13.42408622658593",nan,759,A28,Mariannenplatz
766,Mariendorf,s-bahn,KBS 100c,"52.4478,13.3609",Q800497,760,KBS 105,Attilastraße station
767,"Mariendorf, Kaiserstrasse",bus,A33,"52.44556793188914, 13.385783686033452",,,,
768,Mariendorfer Damm,bus,A77,"52.445604468950826, 13.385816551199863",nan,761,"A77,AS2",Mariendorfer Damm Ecke Kaiserstrasse
769,Mariendorfer Damm,strassenbahn,15,"52.44016299080784, 13.387234623097394",nan,762,15,Mariendorfer Damm
770,Alt-Mariendorf Ecke Mariendorfer Damm,bus,A81,"52.4401947729646, 13.38731752606722",,,,
771,Mariendorfer Damm Ecke Kaiserstrasse,bus,AS2s,"52.44555363764078, 13.385783004808394",,,,
772,Mariendorfer Damm Ecke Tauernallee,bus,A78,"52.423368045285486, 13.396231280033533",,,,
773,Mariendorfer Friedhof,strassenbahn,15,"52.44953069256824, 13.404755931664896",nan,763,15,Mariendorfer Friedhof
774,Mariendorfer Weg Ecke Hermannstrasse,bus,A91,"52.464691587412624, 13.432890775281324",,,,
775,Marienfelde,s-bahn,KBS 100c,"52.4242,13.3747",Q800485,765,KBS 105,Marienfelde station
776,"Marienfelde, Alt-Marienfelde",bus,A11,"52.41271867214118, 13.366682434667776",,,,
777,"Marienfelde, Stadtrandsiedlung",bus,A52,"52.40262127667971, 13.353307994567768",,,,
778,Marienfelder Allee,bus,A32,"52.413790430379194, 13.362098895780415",nan,766,A32,Marienfelder Allee Ecke Maltestrasse
779,Marienfelder Strasse Ecke Lichtenrader Damm,bus,A76,"52.392477747609426, 13.40668482049751",nan,768,A76,nan
780,Marienstrasse,bus,A11,"52.42960010456386, 13.321303543636025",nan,769,A11,Marienstrasse Ecke Königsberger Strasse
781,Markgrafendamm,bus,82P,"52.49919969372071, 13.465742293248686",nan,770,A82P,Markgrafendamm
782,Markgrafenstrasse Ecke Mariendorfer Damm,bus,A77,"52.45020768584939, 13.384908563565483",,,,
783,Martin-Luther-Friedhof,bus,A20,"52.598400543805816, 13.298350500981082",nan,773,A20,Martin-Luther-Friedhof
784,Martin-Luther-Strasse,bus,A74,"52.48902651655725, 13.345005241127383",,,,
785,Martin-Luther-Strasse Ecke Grunewaldstrasse,bus,A89,"52.4891017368616, 13.34492200742072",nan,774,A74,nan
786,Martin-Luther-Strasse Ecke Hauptstrasse,bus,A84,"52.47919734896908, 13.344958631803124",,,,
787,Marx-Engels-Platz,bus,"A9,A57","52.51617617310524, 13.400937413635054",nan,776,"A57,A9",Marx-Engels-Platz
788,Marx-Engels-Platz,s-bahn,"KBS 102,KBS 101,KBS 103,KBS 103a","52.5226,13.4022",Q689312,777,"KBS 101,KBS 103,KBS 102",Berlin Hackescher Markt station
789,"Marzahn, Berliner Chaussee",bus,A43,"52.54286481407268, 13.550124906736844",nan,778,A43,"Marzahn, Berliner Chaussee Ecke Rraoul-Wallenberg-Strasse"
790,Marzahner Chaussee,bus,O37,"52.51324537165634, 13.524030584354616",nan,779,O37,nan
791,Mattenbuder Pfad Chaussee Ecke Hennigsdorfer Strasse,bus,A14,"52.61697542594992, 13.22054523598869",,,,
792,Mehringdamm,bus,"A28,A89,A19","52.49293917608851, 13.38772030059097",nan,782,"A19,A28",Mehringdamm Ecke Gneisenaustrasse
793,Mehringdamm,u-bahn,"C I,C II","52.493888888889,13.388333333333",Q657905,783,"C II,C I",Mehringdamm
794,Mehringplatz,bus,A89,"52.49827538316731, 13.391909269891793",,,,
795,Mehringplatz,strassenbahn,"96,95","52.4979249057416, 13.39108106831653",nan,785,"95,96",Mehringplatz
796,Messedamm,bus,"A4,A65","52.50446814877144, 13.279412101845791",nan,786,A4,Messedamm
797,Messedamm,strassenbahn,"75,76","52.50641938570246, 13.280392436943686",nan,787,"75,76",Messedamm
798,Messedamm Ecke Halenseestrasse ; Spanische Allee Ecke Kronprizessinnenweg,bus,AS4 ; AS4,"52.50360101364283, 13.278982549046914 ; 52.433820207313325, 13.189402721154853",,,,
799,Mimosenweg,bus,A52,"52.42675928719203, 13.506179808906213",nan,788,A52,Mimosenweg Ecke Kanalstrasse
800,Mittelstrasse,bus,A18,"52.43475141442549, 13.249262104251452",nan,789,A18,Mittelstrasse Ecke Potsdamer Strasse
801,"Moabit, Waldstrasse Ecke Turmstrasse",bus,A1,"52.52718533455642, 13.33055251486945",,,,
802,Mohriner Alle Ecke Buckower Damm,bus,A91,"52.444208883508416, 13.43357688575206",,,,
804,Molkenmarkt,strassenbahn,"74,72","52.51679321421663, 13.409330619020574",nan,791,"72,74E,74",nan
805,Moltkebrücke,bus,A69,"52.52163755334746, 13.369229265511832",,,,
806,Moltkestrasse,bus,A85,"52.440415619244135, 13.316289793677031",,,,
807,Morgensternstrasse Ecke Wilhelmstrasse,bus,"A11,A17","52.42808959398118, 13.325491157001045",nan,793,"A11,A17",nan
808,Moritzplatz,bus,A67,"52.50387355112676, 13.409983330065609",nan,794,A67,Moritzplatz
809,Moritzplatz,u-bahn,D,"52.503611111111,13.410833333333",Q374225,795,D,Moritzplatz station
810,Motzstrasse,bus,A73,"52.49717707606062, 13.346075923573181",nan,796,A73,nan
811,Munsterdamm Ecke Bergstrasse,bus,A68,"52.45910800993387, 13.34873117331109",,,,
812,Munsterdamm Ecke Steglitzer Damm,bus,A75,"52.45003044948948, 13.346702868396282",nan,798,A75,nan
813,Märkisches Museum,u-bahn,A,"52.511944444444,13.408888888889",Q657871,799,A,Märkisches Museum station
814,Möckernbrücke,u-bahn,A II,"52.499166666667,13.382777777778",Q704716,800,"A II,B II,B I",Möckernbrücke U-Bahn station
815,Mönchmühle,bus,AS,"52.649534549018824, 13.39049276310142",,,,
816,Müggelheim,bus,A27,"52.41018331064196, 13.665897531850348",nan,801,A27,nan
817,Müggelseeperle,bus,A27,"52.42170168937569, 13.640893083169368",nan,802,A27,nan
818,"Mühlenbeck, Schule",bus,AS,"52.66607200916656, 13.378073405448493",,,,
819,Mühlenstrasse,bus,A20,"52.59350028783369, 13.248862690560857",nan,803,A20,Mühlenweg Ecke Konradshöherstrasse
820,Müllerstrasse Ecke Londoner Strasse,bus,A64,"52.558728745980446, 13.337401509837331",,,,
821,Nauener Platz,bus,A72,"52.551552618214714, 13.36737072883247",nan,806,A72,nan
822,Nauener Strasse,bus,A31,"52.5340443007014, 13.18167584141312",nan,807,A31,Nauener Strasse & Brunsbütteler Damm
823,Nazarethkirchstrasse Ecke Turinerstrasse,bus,A79,"52.548556996154616, 13.360544295390628",,,,
824,Nennhauser Damm Ecke Brunsbütteler Damm,bus,A80,"52.5324795309336, 13.141571708880917",,,,
825,Nervenklinik,bus,A5,"52.565056141358994, 13.155593063492667",,,,
826,Nettelbeckplatz,bus,"A99,A83","52.54464511696315, 13.370154535054418",,,,
827,Neu-Lindenberg,bus,AL,"52.600885625411856, 13.554794085696633",nan,810,AL,Neu-Lindenberg
828,Neue-Kant-Strasse Ecke Messedamm,bus,A88,"52.50637988763419, 13.280358074055771",,,,
829,Neuenhagen (b Bln),s-bahn,KBS 101,"52.5208,13.7003",Q7001614,812,KBS 101,Neuenhagen station
830,Neukölln,s-bahn,"KBS 100,KBS 100k","52.469166666667,13.441666666667",Q111325412,813,"KBS 100a,KBS 100",S-Bahnhof Berlin Neukölln
831,Neukölln (Südring),u-bahn,C I,"52.469444,13.442222",Q21272767,814,C I,Neukölln (Südring) metro station
832,Neuköllnische Allee,bus,A67,"52.468152065072715, 13.460620591028498",nan,815,A67,Neuköllnische Allee Ecke Grenzallee
833,"Niederschönhausen, Schillerstrasse",strassenbahn,46,"52.5923051,13.41088",Q65032581,816,46,nan
834,Nikolassee,s-bahn,"KBS 100h,KBS 100e","52.4317,13.1933",Q637052,817,"KBS 104,KBS 102",Berlin-Nikolassee station
835,Nikolskoer Weg,bus,A6,"52.41405938531216, 13.109270752484141",nan,818,A6,Nikolskoer Weg Ecke Königstrasse
836,Nollendorfplatz,bus,"A16,A19","52.49968843634292, 13.353086438468269",nan,819,A19,Nollendorfplatz
837,Nollendorfplatz,u-bahn,"A I,A II,B I","52.499166666667,13.353888888889",Q571039,821,"A I,B I,A II,B II,B III",Nollendorfplatz metro station
838,Nordend,bus,"A7,A7E","52.59006569360479, 13.401740566033476",nan,823,A7,Nordend
839,Nordend,strassenbahn,46,"52.5902104,13.4027524",Q65032696,824,46,Nordend
840,Nordendstrasse,strassenbahn,22,"52.588534,13.3882952",Q65428345,825,22,Nordendstraße
841,Normannenstrasse,bus,A23,"52.41755553724523, 13.541493283222094",,,,
842,Nöldnerplatz,s-bahn,KBS 101,"52.5038,13.4853",Q4892447,827,KBS 101,Nöldnerplatz station
843,Nürnberger Strasse Ecke Kurfürstenstrasse,bus,A69,"52.50513952189661, 13.34119156469812",nan,828,A69,nan
844,Oberhofer Platz,bus,A17,"52.42410259117963, 13.328170432694991",nan,829,A17,Oberhofer Platz
845,Oberlandstrasse Ecke Germaniastrasse,bus,A65,"52.4634624867915, 13.402082629697773",,,,
846,Oberspree,s-bahn,KBS 106,"52.4525,13.5382",Q15192700,830,KBS 103a,Oberspree station
847,"Oberspree, Bruno-Bürgel-Weg",strassenbahn,92,"52.452777014581045, 13.537124836409932",nan,831,92,nan
848,Obus-Bf. Siegfriedstrasse,bus,O30,"52.520558278471135, 13.49943441740371",,,,
849,Oderberger Strasse Ecke Eberswalderstrasse,strassenbahn,13,"52.54061076763243, 13.404559930731686",,,,
850,Olbersstrasse,bus,A21,"52.52929598515582, 13.296339498694374",,,,
851,Olivaer Platz,bus,"A19,A29","52.50060275704949, 13.313110622018645",nan,833,"A19,A29",Olivaer Platz Ecke Kurfürstendamm
852,Olympiastadion,s-bahn,KBS 100g,"52.511,13.2416",Q800506,835,KBS 101,nan
853,Omnibus-Bhf. Lichtenberger Strasse,strassenbahn,3,"52.5442346,13.4687215",Q65939077,,,
854,Onkel Toms Hütte,u-bahn,A II,"52.450277777778,13.253333333333",Q389214,836,"A II,B II",Onkel Toms Hütte metro station
855,Onkel-Herse-Strasse,strassenbahn,47,"52.44827036160263, 13.453893782713148",nan,837,47,Onkel-Herse-Strasse
856,Onkel-Herse-Strasse Ecke Buschkrug Allee,bus,A67,"52.44824147504898, 13.453925980928403",,,,
857,Oranienburg,s-bahn,KBS 104,"52.7536,13.2496",Q2341669,838,KBS 104,Oranienburg station
858,Oranienburger Strasse,bus,A12S,"52.59544415987805, 13.333037366087483",nan,839,A21,Oranienburger Strasse Ecke Wilhelmsruher Damm
859,Oranienburger Strasse Ecke Wilhelmsruher Damm,bus,A21,"52.595500195951075, 13.332986520018668",,,,
860,Oranienburger Tor,bus,"A9,O40,A59","52.52716314203455, 13.38710905184874",nan,840,"O40,A9","Oranienburger Tor, Hannoversche Strasse/Torstrasse"
861,Oranienburger Tor,strassenbahn,"11,1,70,46,69","52.5256031,13.3872745",Q65095375,841,"46,70,11,1",U Oranienburger Tor
862,Oraniendamm Ecke Zabel-Krüger-Damm,bus,A20,"52.60786095340787, 13.323810166873162",,,,
863,Oranienplatz,bus,"A67,A29","52.50232370505019, 13.415510129463975",nan,843,A67,Oranienplatz
864,Oranienstrasse,bus,"A28,A75","52.501310708954215, 13.419224612073883",nan,844,"A28,A75",Oranienstrasse Ecke Adalbertstrasse
865,Ortsgrenze Gatow,bus,"A34,A35","52.4981601705565, 13.180014416479423",nan,845,"A34,A35",Ortsgrenze Gatow
866,Oskar-Helene-Heim,u-bahn,A II,"52.450277777778,13.269722222222",Q681336,846,"A II,B II",Oskar-Helene-Heim metro station
867,Osloer Strasse,bus,"A70,A16,A71","52.55587669510938, 13.38424421097371 ; 52.55671381712504, 13.373732523202998",nan,847,"A70,A71 ; A61",Osloer Strasse Ecke Prinzenallee ; Osloer Strasse Ecke Schwedenstrasse
868,Osloer Strasse Ecke Schwedenstrasse,bus,A61,"52.55669669760979, 13.373827693395064",,,,
869,Osloerstrasse Ecke Schwedenstrasse,bus,A79,"52.556656015402865, 13.373862995391455",,,,
870,Osnabrücker Strasse,strassenbahn,55,"52.52655659018374, 13.297414453709727",,,,
871,Ossietzkyplatz,strassenbahn,46,"52.58100580136794, 13.404014807678767",nan,849,46,Ossietzkyplatz
872,Ostbahnhof,bus,O40,"52.50976670730252, 13.43372198235041",nan,850,"Flughafen Schönefeld <> Strausberger Platz,O40",Ostbahnhof
873,Ostbahnhof,s-bahn,"KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104","52.51,13.4347",Q111325075,851,"KBS 101,KBS 103,KBS 102",S-Bahnhof Berlin Ostbahnhof
874,Ostbahnhof,strassenbahn,"1,82","52.509107635417394, 13.43550619008533",nan,852,"82,1",Ostbahnhof
875,Osteweg,bus,A53,"52.42102198114528, 13.281135801011326",nan,853,A53,Osteweg Ecke Seehofstrasse
876,Ostkreuz,s-bahn,"KBS 106a,KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104,KBS 106","52.5031,13.4689",Q111251530,854,"KBS 103a,KBS 106,KBS 101,KBS 103,KBS 102",S-Bahnhof Ostkreuz
877,Ostpreußendamm Ecke Morgenstern Strasse,strassenbahn,96,"52.42585546925107, 13.316822725126194",nan,855,96,nan
878,Ostpreußendamm Ecke Wilhelmstrasse,bus,A53,"52.43080142626057, 13.317503639070004",,,,
879,Ostpreußendamm Ecke Dorstenerstrasse,bus,A85,"52.41274953927068, 13.300517753048418",,,,
880,Ostpreußendamm Ecke Wilhelmstrasse,bus,A11,"52.43080142626057, 13.317503639070004",,,,
881,Oswinsteig,bus,A12S,"52.62619860014992, 13.31169555587102",,,,
882,Otawistrasse,bus,A64,"52.55250605742924, 13.33692240007908",,,,
883,Otto-Suhr-Allee Ecke Cauer Strasse,bus,A1,"52.51463990616225, 13.315222709882928",,,,
884,Pacelli/Theilallee,bus,A1,"52.45824694622199, 13.287066614446184",,,,
885,Pankow,s-bahn,"KBS 104,KBS 106","52.5667,13.4111",Q111273850,859,KBS 106,S-Bahnhof Pankow
886,Pankow (Vinetastr.),u-bahn,A,"52.559166666667,13.413333333333",Q570906,860,A,Vinetastraße metro station
887,"Pankow, Kirche",bus,"A45,A55,A58","52.57124680898358, 13.410670715665145",nan,861,"A55,A45","Pankow, Kirche"
888,"Pankow, Kirche",strassenbahn,"46,49,22","52.5706452,13.4103115",Q65055066,862,"49,22",Pankow Kirche
889,"Pankow, Rathaus",bus,"A7,A45,A55,A58,A7E","52.56953908840178, 13.404186437171612",nan,863,"A55,A45,A7","Pankow, Rathaus"
890,Pankow-Heinersdorf,s-bahn,"KBS 104,KBS 106","52.5780653,13.4295093",Q4892366,865,KBS 106,Berlin-Pankow-Heinersdorf station
891,Pankower Allee,bus,A14,"52.564667911185886, 13.378087639243981",nan,866,A14,Pankower Allee Ecke Provinzstrasse
892,Pankower Allee Ecke Markstrasse,bus,A79,"52.56383532579568, 13.364279461310751",,,,
893,Pankower Allee Ecke Residenzstrasse,bus,"A72,A61","52.56383591570264, 13.364287664704229",nan,867,A72,nan
894,Pankstrasse,bus,A14,"52.55229407958284, 13.38145934777098",nan,868,"A61,A14",Pankstrasse Ecke Badstrasse
895,Pankstrasse Ecke Badstrasse,bus,A61,"52.55227404292705, 13.381387201509149",,,,
896,Papestr.,s-bahn,"KBS 100d,KBS 100c,KBS 100,KBS 100k","52.4756,13.3644",Q111323139,869,"KBS 100,KBS 100a,KBS 105,KBS 106",S-Bahnhof Berlin Südkreuz
897,Parachimer Allee Ecke Buschkrug Allee,strassenbahn,47,"52.44548159446703, 13.455093828925063",,,,
898,Paradestr.,u-bahn,C II,"52.478055555556,13.386111111111",Q557543,870,C II,Paradestraße metro station
899,Paradestrasse Ecke Tempelhofer Damm,bus,A77,"52.478181591662555, 13.385832375321572",,,,
900,Parchimer Allee,u-bahn,C I,"52.444722222222,13.449444444444",Q571855,,,
901,Parchimer Allee Ecke Buschkrug Allee ; Otto-Wels-Ring,bus,A67 ; A67,"52.44549911516013, 13.45498866839581 ; 52.435227499132466, 13.453269122853321",,,,
902,Pariser Strasse Ecke Joachimstaler Strasse,bus,A25,"52.496062363528644, 13.330541387313303",,,,
903,Parkfriedhof Neukölln,bus,A91,"52.428374721547385, 13.435001496921483",,,,
904,Parkstrasse,strassenbahn,"85,87,95","52.45876522318908, 13.53993545855609",nan,875,"95,82,87",Parkstrasse
905,Paulsternstrasse,bus,"A10,A13","52.54415774195884, 13.247126131065503",nan,876,"A10,A13",Paulsternstrasse Ecke Gartenfelder Strasse
906,Paulsternstrasse,strassenbahn,55,"52.538114851173546, 13.248435943349298",nan,877,55,Paulsternstrasse
907,Paulsternstrasse Ecke Gartenfelderstrasse,bus,A72,"52.544121961729175, 13.247010457215051",,,,
908,Perlebergerstrasse Ecke Rathenowerstrasse,bus,A90,"52.532511794224774, 13.35056075691877",,,,
909,Pfaueninsel-Chaussee,bus,"A18,A6","52.41883762088876, 13.153039190703318",nan,878,"A6,A18",Pfaueninsel-Chaussee Ecke Königsstrasse
910,Pfaueninsel-Chaussee Ecke Königstrasse,bus,A3,"52.41888024334639, 13.152988428835997",nan,879,A3,nan
911,"Philharmonie, Tiergartenstrasse",bus,A48,"52.510896228371735, 13.369565371330399",,,,
912,Pichelsberg,s-bahn,KBS 100g,"52.5103,13.2271",Q800488,880,KBS 101,Berlin-Pichelsberg railway station
913,Pichelsdorfer Strasse,strassenbahn,"75,76","52.51307046642958, 13.196871153391022",nan,881,"75,76",Pichelsdorfer Strasse
914,Pichelsdorferstrasse Ecke Klosterstrasse,bus,A92,"52.52796089914328, 13.195247434153377",,,,
915,Pionierpark,strassenbahn,82,"52.45798013233545, 13.541980829050775",,,,
916,Pistoriusstrasse Ecke Klement-Gottwald-Allee,bus,A45,"52.55009435565474, 13.45900710843341",nan,883,A45,Pistoriusstrasse Ecke Klement-Gottwald-Allee
917,Platz der Luftbrücke,bus,"A76,A77,A78","52.48500811314645, 13.385984513056924",nan,884,"A77,A76",nan
918,Platz vor dem Neuen Tor,bus,A9,"52.52921245715711, 13.378513556812177",nan,885,A9,nan
919,Plänterwald,s-bahn,"KBS 106a,KBS 106,KBS 103,KBS 103a","52.4786,13.4733",Q7205917,886+ 887,"KBS 103,KBS 103a+ KBS 106",nan+ Plänterwald railway station
920,Podbielskiallee,u-bahn,A II,"52.464444444444,13.296388888889",Q571324,888,"A II,B II",Podbielskiallee
