stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
1360,Wattstrasse Ecke Usedomerstrasse,bus,A90,"52.54025184152471, 13.39064471206562",,,,
1361,"Waßmannsdorf, Warteh.",bus,AZ,"52.37269773285082, 13.465032652682668",nan,1282,AZ,nan
1362,Wedding,s-bahn,"KBS 100a,KBS 100","52.5425,13.3661",Q638604,1283,KBS 100,Berlin-Wedding station
1363,Weddingplatz,bus,"A70,A72,A83,A90","52.54113612364086, 13.368501029385115",nan,1284,"A70,A72",Weddingplatz
1364,Weinmeisterhornweg,bus,"A34,A35,A13","52.511043998847086, 13.171645488962428 ;  52.50924681744358, 13.180314851039075",nan,1288,"A13 ; A34,A35",Weinmeisterhornweg Ecke Wilhelmstrasse ;  Weinmeisterhornweg Ecke Gatower Strasse
1365,Weitlingstrasse,bus,"A43,O30","52.500986592433065, 13.492951866603294",,,,
1366,"Weißensee, Liebermannstrasse Ecke Piesporter Strasse",bus,A55,"52.56056756076504, 13.477555745782263",nan,1289,A55,nan
1367,"Weißensee, Nüßlerstrasse",bus,A56,"52.56398537909407, 13.469733771213992",nan,1290,A56,nan
1368,"Weißensee, Pasedagplatz",strassenbahn,72,"52.5594027,13.4609594",Q65954665,1291+ 1311,72+ 74,nan+ nan
1369,"Weißensee, Schwarzelfenweg",bus,A45,"52.56729838338304, 13.46535452978551",nan,1292,A45,nan
1370,Weißenseer Weg,strassenbahn,"63,64","52.532258,13.476705","Q65942700",1294,"64,63",nan
1371,Wendenschloß,strassenbahn,85,"52.4169658,13.5885926",Q66363928,,,
1372,Wendenschloß Ecke Ekhofstrasse,strassenbahn,83,"52.41633000736971, 13.589690772826726",nan,1295,83,Wendenschloß Ecke Ekhofstrasse
1373,Wentowsteig,bus,A21,"52.59694371557204, 13.360462949429833",nan,1296,A21,Wentowsteig Ecke Wilhelmsruher Damm
1374,Wernerwerk,bus,A99,"52.535626996027915, 13.275370882199947",,,,
1375,Wernerwerk,s-bahn,KBS 100b,"52.534863,13.27599",Q96077001,1297,KBS 100c,Berlin Wernerwerk station
1376,Westend,s-bahn,KBS 100,"52.5181,13.2844",Q323214,1298,KBS 100,Berlin-Westend station
1377,Westkreuz,s-bahn,"KBS 100h,KBS 100,KBS 100g","52.5011,13.2839",Q678125,1299,"KBS 101,KBS 102,KBS 100",Berlin Westkreuz station
1378,"Weverstrasse, Strassenbahnhof",strassenbahn,"75,76","52.51946975407937, 13.19781896484702",nan,1300,"75,76","Weverstrasse, Strassenbahnhof"
1379,Wicherstrasse Ecke Prenzlauer Allee,bus,A56,"52.5456730102219, 13.427746498417138",,,,
1380,Wiebestrasse,bus,A24,"52.53119512537686, 13.319063771537584",nan,1302,A24,Wiebestrasse Ecke Sickingenstrasse
1381,Wiebestrasse Ecke Kaiserin-Augusta-Allee,bus,A72,"52.52580214309624, 13.317979171208343",nan,1286,A72,nan
1382,"Wiebestrasse, Strassenbahnhof",bus,A70,"52.53066666255053, 13.319314794959219",nan,1304,A70,"Wiebestrasse, Strassenbahnhof"
1383,Wiener Brücke,strassenbahn,"87,95","52.49588477409083, 13.43650068505988",nan,1306,"92,87",Wiener Brücke
1384,Wiesbadener Strasse,bus,A16,"52.47164544021605, 13.319516803491332",nan,1307,A16,Wiesbadener Strasse Ecke Südwestkorso
1385,Wiesenbaude,bus,"A11,A84,A53","52.430495242672045, 13.31180861060395",nan,1308,A11,Wiesenbaude
1386,Wiesenstrasse,bus,A70,"52.54763571080132, 13.373871074090278",nan,1310,A70,Wiesenstrasse Ecke Pankstrasse
1387,"Wießensee, Pasedagplatz",strassenbahn,74,"52.5594027,13.4609594",,,,
1388,Wildau,s-bahn,KBS 103,"52.32,13.634",Q8000974,1312,KBS 103,Wildau railway station
1389,Wildmeisterdamm,bus,A52,"52.425839839495815, 13.48325607958456",nan,1314,A52,Wildmeisterdamm Ecke Neuköllner Strasse
1390,Wildmeisterdamm Ecke Neuköllner Strasse,strassenbahn,47,"52.42574907911811, 13.48328440433625",,,,
1391,Wilhelminenhofstrasse,strassenbahn,"69,69E","52.460837970970566, 13.521054382869073",nan,1317,69,Wilhelminenhofstrasse
1392,Wilhelminenhofstrasse Ecke Edisonstrasse,strassenbahn,"87,82","52.4619496,13.5139049",Q65951882,,,
1393,Wilhelmshagen,s-bahn,KBS 102,"52.4386,13.7222",Q800494,1319,KBS 102,Berlin Wilhelmshagen station
1394,Wilhelmsruh,s-bahn,KBS 100e,"52.5814,13.3631",Q800495,1320,KBS 106,Berlin-Wilhelmsruh station
1395,"Wilhelmsruh, Fontanestrasse",bus,"A45,A55","52.58985938767378, 13.361193570257216",nan,1321,"A55,A45","Wilhelmsruh, Fontanestrasse"
1396,"Wilhelmsruh, Hauptstrasee",bus,A58,"52.59724375258745, 13.375518833120681",,,,
1397,Wilhelmstrasse Ecke Pichelsdorferstrasse,bus,"A34,A35","52.52797851356547, 13.19530184736694",nan,1322,"A35,A34,A17",Wilhelmstrasse Ecke Berliner Strasse
1398,Wilhelmstrasse Ecke Heerstrasse,bus,A92,"52.5166499895302, 13.179036925143604",,,,
1399,Ostpreußendamm Ecke Wilhelmstrasse,bus,A17,"52.43080142626057, 13.317503639070004",,,,
1400,Wilmersdorf,s-bahn,"KBS 100,KBS 100k","52.477658333333,13.328525",Q464094,1323,"KBS 100a,KBS 100",Berlin Bundesplatz station
1401,Wilmersdorfer Strasse,bus,"A19,A29","52.499967660537735, 13.306987838785277",nan,1324,"A19,A29",Wilmersdorfer Strasse Ecke Kurfürstendamm
1402,Wilmersdorfer Strasse,strassenbahn,"75,76","52.506692000645316, 13.306692426875525",nan,1325,"75,76",Wilmersdorfer Strasse
1403,Wilmersdorfer Strasse Ecke Kurfürstendamm,bus,A69,"52.50002844680595, 13.307125123915897",nan,1326,A69,nan
1404,Wilmersdorferstrasse Ecke Otto-Suhr-Allee,bus,A87,"52.51811241460663, 13.304434824223463",,,,
1405,Wilmersdrofer Strasse Ecke Kantstrasse,bus,AS4,"52.50668193842889, 13.30668026012579",,,,
1406,Wilsnacker Strasse Ecke Turmstrasse,bus,A16,"52.52642382690729, 13.351705419616707",,,,
1407,Winfriedstrasse,bus,AS3s,"52.437562011852606, 13.269450173477841",nan,1329,AS3,Winfriedstrasse Ecke Berliner Strasse
1408,Winifriedstrasse Ecke Clayallee,bus,A3,"52.439229231714734, 13.262871381887154",nan,1330,A3,nan
1409,Wismarer Strasse Ecke Lindenstrasse,bus,A1,"52.41787520476881, 13.305204497252257",,,,
1410,Wismarer Strasse Ecke Ostpreußendamm,strassenbahn,96,"52.41786193949108, 13.305195152904869",nan,1333,96,nan
1411,Wittenau,bus,A62,"52.596084138285406, 13.332857679505645",nan,1334,A62,Wittenau
1412,Wittenau (Kremmener Bahn),s-bahn,KBS 100c,"52.597013,13.334329",Q111264319,1335,KBS 105,S-Bahnhof Berlin-Wittenau
1413,Wittenau (Nordbahn),s-bahn,KBS 100e,"52.597013,13.334329",Q111264319,1336,KBS 106,S-Bahnhof Berlin-Wittenau
1414,Wittenbergplatz,bus,"A62,A60,A85,A29,A73,A19","52.50188939146253, 13.342697883756577",nan,1337,"A73,A60,A62,A29,A19",Wittenbergplatz
1415,Wittenbergplatz,u-bahn,"A I,B III,A II","52.501944444444,13.343055555556",Q692727,1339,"A II,A I,B II,B I",Wittenbergplatz metro station
1416,Witzleben,s-bahn,KBS 100,"52.5078,13.2836",Q321266,1340,KBS 100,Berlin Messe Nord/ICC station
1417,Wolburgsweg,bus,A5,"52.550616013150325, 13.16810722103831",nan,1341,A5,Wolburgsweg Ecke Falkenseer Chaussee
1418,Wolfmarsteig,bus,A23,"52.41268952057738, 13.536602630335091",,,,
1419,Wollankstr.,s-bahn,"KBS 100c,KBS 100e","52.5651525,13.3923627",Q800515,1342,"KBS 105,KBS 106",Berlin Wollankstraße station
1420,"Woltersdorf, Krankenhaus",strassenbahn,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.447268599163, 13.76152918513502",,,,
1421,Woltersdorfer Schleuse,strassenbahn,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.443313315690396, 13.763955523989587",,,,
1422,Wolzogenstrasse,bus,A18,"52.43229985926568, 13.235719207112487",nan,1344,A18,Wolzogenstrasse Ecke Potsdamer Chaussee
1423,Wongrowitzer Strasse,bus,A27,"52.46658608823203, 13.584839227863949",nan,1345,A27,nan
1424,Wuhlheide,s-bahn,KBS 102,"52.4689,13.5533",Q800514,1346,KBS 102,Berlin Wuhlheide station
1425,Wundtstrasse Ecke Neue Kantstrasse,bus,AS4,"52.506441221849805, 13.283742288918639",,,,
1426,Yorckstr.,s-bahn,"KBS 100d,KBS 100c","52.491777777778,13.372141666667",Q21776729,1347,"KBS 105,KBS 106",Yorckstraße station
1427,Yorckstrasse,bus,A28,"52.49358813377981, 13.384967556749217",nan,1348,A28,"Yorckstrasse, Rathaus Kreuzberg"
1428,Yorckstrasse,strassenbahn,96,"52.492901206042376, 13.387766831697483",nan,1349,96,Yorckstrasse Ecke Mehringdamm
1429,Zabel-Krüger-Damm,bus,"A12,A12S","52.60786610541416, 13.323845802997752",nan,1350,A12,Zabel-Krüger-Damm & Oraniendamm
1430,Zappoter/Oeynhauser Strasse,bus,A60,"52.47331132628728, 13.298669291589876",nan,1351,A60,Zappoter/Oeynhauser Strasse
1431,Zehlendorf,s-bahn,"KBS 100f,KBS 100e","52.4309,13.2584",Q737962,1352,"KBS 104,KBS 104a",Berlin-Zehlendorf station
1432,Zeltinger Platz,bus,"A15,A12,A12S","52.633501673257435, 13.290447049862035",,,,
1433,Zentralflughafen,bus,A36,"52.390577379800106, 13.515594573201453",,,,
1434,Bahnhof Flughafen BER - Terminal 5,s-bahn,"KBS 106a,KBS 103a","52.3914,13.5128",Q661069,,,
1435,Zentralschule,bus,A22,"52.43465069286089, 13.703692212644038 ",nan,1353,A22,Zentralschule 
1436,Zentralviehhof,s-bahn,"KBS 106a,KBS 104,KBS 106","52.5238,13.4644",Q800512,1354,"KBS 103a,KBS 106",Berlin Storkower Straße station
1437,Zepernick (b Bernau),s-bahn,KBS 106,"52.6598,13.5342",Q801657,1355,KBS 106,nan
1438,Zeuthen,s-bahn,KBS 103,"52.3486,13.6274",Q8069824,1356,KBS 103,Zeuthen railway station
1439,Ziekowstrasse Ecke Gorkistrasse,bus,A14,"52.59058635821372, 13.292106368112313",,,,
1440,Zimmererweg Ecke Buckower Damm,bus,A91,"52.435309426583366, 13.435124964024306",,,,
1441,Zitadellenweg,strassenbahn,55,"52.5377758132997, 13.217204249093342",nan,1359,55,Zitadellenweg
1442,Zobeltitzstrasse,bus,A61,"52.56899057186423, 13.317205496215005",,,,
1443,Zoologischer Garten,s-bahn,"KBS 100h,KBS 100g,KBS 100k","52.507222222222,13.3325",Q111326238,1361,"KBS 101,KBS 102",S-Bahnhof Berlin Zoologischer Garten
1444,Zoologischer Garten,u-bahn,"A I,G","52.5058669,13.3330236",Q4024764,1362,"A I,B I",Zoologischer Garten metro station
1445,Zossener Strasse,bus,A28,"52.49160676567746, 13.394443897793668",nan,1363,A28,Zossener Strasse Ecke Gneisenaustrasse
1446,Zossener Strasse Ecke Blücherstrasse,strassenbahn,95,"52.49622054069677, 13.395106811633234",nan,1364,95,nan
1447,Zum Heckeshorn,bus,A51,"52.43307505069834, 13.164008736441371",nan,1365,A51,Zum Heckeshorn Ecke Am Großen Wannsee
1448,Zweibrücker Strasse,bus,A63,"52.54677409100436, 13.188764018875105",,,,
1449,Zühlsdorf,bus,AS,"52.7162250652868, 13.366925671584623",,,,
1540,Falkenhöhe,bus,A23,"52.400507029940435, 13.538229483128243",,,,
1459,Storkowerstrasse Ecke Greifswalderstrasse,bus,A54,"52.54126983182835, 13.438853750676603",,,,
1460,Manteuffelstrasse Ecke Köpenickerstrasse,bus,A28,"52.50573744676629, 13.4319542570489",,,,
1461,Schlossstrasse Ecke Seelingstrasse,bus,A74,"52.51569806814604, 13.296301299533223",,,,
1462,Ruppiner Chaussee & Schulzendorferstrasse,bus,A14,"52.614439200663185, 13.244906142382904",,,,
