,stop_id,stop_description,type,in_lines,identifier,location,stop_name
1344,19601345,Bundesallee Ecke Rheinstrasse ,bus,"A17,A48",,"52.46493052962428, 13.32853185257923 ",Bundesallee
1345,19601346, Bundesallee Ecke Badensche Strasse,bus,A4,," 52.48613795045858, 13.33110029774997",Bundesallee Ecke Badensche Strasse
1346,19601347,Bundesallee Ecke Berliner Strasse ,strassenbahn,"60,3,78,77",,"52.48733630342845, 13.331014163134173 ",Bundesallee Ecke Berliner Strasse
1347,19601348, Bundesallee Ecke Rheinstraße,strassenbahn,"74,73",," 52.46492119902574, 13.32837406654589",Bundesallee
1348,19601349,Dimitroffstrasse Ecke Landsberger Allee ,strassenbahn,"69,64,69E,63",,"52.5264303512303, 13.447596791543624 ",Dimitroffstrasse
1349,19601350, Dimitroffstrasse Ecke Prenzlauer Strasse ,strassenbahn,"72,71",," 52.53918901477695, 13.42424530247013 ",Dimitroffstrasse
1350,19601351, Dimitroffstrasse Ecke Greifswalder Strasse,strassenbahn,"74,74E",," 52.53617065447549, 13.433035147691381",Dimitroffstrasse
1351,19601352,Emmentaler Strasse Ecke Aroser Allee ,bus,"A12,A12S",,"52.5675354709663, 13.351240165364471 ",Emmentaler Strasse
1352,19601353, Emmentaler Strasse Ecke Residenzstraße,bus,A71,," 52.570420696850896, 13.360956869321077",Emmentaler Strasse
1353,19601354,Hafenplatz Ecke Köthener Strasse ,bus,A24,,"52.50392083524772, 13.375479875476426 ",Hafenplatz
1354,19601355," Hafenplatz, Spandau",bus,"A34,AS1",," 52.54215888169655, 13.206044861619935",Hafenplatz
1355,19601356,Heerstrasse Ecke Wilhelmstrasse ,bus,A13,,"52.51662457723462, 13.179022303033726 ",Heerstrasse
1356,19601357, Heerstrasse Ecke Gatower Strasse,bus,"A34,A35",," 52.51550447615084, 13.18456806294143",Heerstrasse
1357,19601358,Hermsdorfer Damm Ecke Berliner Strasse ,bus,"A12,A12S",,"52.62242143698805, 13.31287835380073 ",Hermsdorfer Damm
1358,19601359, Hermsdorfer Damm Ecke Karolinenstrasse,bus,A15,," 52.600011860666825, 13.281303213246002",Hermsdorfer Damm
1359,19601360,Hohenzollernring Ecke Schönwalder Allee ,strassenbahn,"54,76",,"52.55534806923232, 13.198657615343986 ",Hohenzollernring
1360,19601361, Hohenzollernring Ecke Streitstraße,strassenbahn,"53,75",," 52.55569292602298, 13.20744492422738",Hohenzollernring
1361,19601362,"Holzhauser Strasse, Rathaus Reinickendorf ",bus,"A12,A14",,"52.59178549505881, 13.326377240287412 ",Holzhauser Strasse
1362,19601363, Holzhauser Strasse Ecke Breitenbachstrasse,bus,A15,," 52.581973276504755, 13.305409380050108",Holzhauser Strasse
1363,19601364,Kurfürstendamm Ecke Konstanzer Strasse ,bus,A1,,"52.500599097108285, 13.31304940813286 ",Kurfürstendamm Ecke Konstanzer Strasse
1364,19601365, Joachim-Friedrichstrasse Ecke Kurfürstendamm,bus,"AS3,A60,A21,AS2,A10",," 52.498023305214666, 13.296217571157966",Kurfürstendamm
1365,19601366,Königin-Luise-Strasse Ecke Clayallee ,bus,AS3,,"52.46046250414625, 13.274837141314253 ",Königin-Luise-Strasse
1366,19601367, Königin-Luise-Strasse Ecke Pacelliallee,bus,A10,," 52.45831794711095, 13.287027476333241",Königin-Luise-Strasse
1367,19601368,Lindauer Strasse Ecke Aroser Allee ,bus,"A12,A12S",,"52.573719929631665, 13.351912686321713 ",Lindauer Strasse Ecke Aroser Allee
1368,19601369, Lindauer Strasse Ecke Residenzstrasse,bus,A71,," 52.573378512244474, 13.359026284637647",Lindauer Strasse
1369,19601370,Lützowplatz ,bus,A29,,"52.50531004879477, 13.35374234810531 ",Lützowstrasse
1370,19601371, Lützowstrasse Ecke Potsdamer Strasse,bus,A48,," 52.5030789103706, 13.36561126569968",Lützowstrasse
1371,19601372,Oranienburger Strasse Ecke Hermsdorfer Strasse,bus,A12S,,"52.60503286544952, 13.32624696983276 ",Oranienburger Strasse
1372,19601373, Oranienburger Strasse Ecke Wilhelmsruher Damm,bus,A21,," 52.59544415987805, 13.333037366087483",Oranienburger Strasse
1373,19601374,Osloer Strasse Ecke Prinzenallee ,bus,"A70,A71",,"52.55587669510938, 13.38424421097371 ",Osloer Strasse
1374,19601375, Osloer Strasse Ecke Schwedenstrasse,bus,A61,," 52.55671381712504, 13.373732523202998",Osloer Strasse
1375,19601376,Potsdamer Strasse Ecke Lützowstrasse ,bus,"A24,A29",,"52.50310985391171, 13.365680511254423 ",Potsdamer Strasse
1376,19601377, Potsdamer Strasse Ecke Bülowstrasse ,bus,A19,," 52.497900834061184, 13.362004472211375 ",Potsdamer Strasse
1377,19601378, Potsdamer Strasse Ecke Clayallee ,bus,"A1,A18",," 52.43504800046437, 13.260425575475969 ",Potsdamer Strasse Ecke Clayallee
1378,19601379, Potsdamer Strasse Ecke Fischerhüttenstrasse,bus,A53,," 52.43581242860363, 13.256098874509126",Potsdamer Strasse
1379,19601380,Rathenower Strasse Ecke Perleberger Strasse ,bus,A70,,"52.53252987726616, 13.350576073195072 ",Rathenower Strasse
1380,19601381, Rathenower Strasse Ecke Turmstrasse,bus,A24,," 52.52673250798154, 13.355275614926985",Rathenower Strasse
1381,19601382,Sundgauer Strasse Ecke Clayallee ,bus,"A3,AS3",,"52.4455796617832, 13.267631906214019 ",Sundgauer Strasse
1382,19601383, Sundgauer Strasse Ecke Berliner Strasse,bus,A48,," 52.43838201264951, 13.271447959003352",Sundgauer Strasse
1383,19601384,Uhlandstrasse Ecke Hohenzollerndamm ,bus,A50,,"52.49368292097469, 13.323611381015645 ",Uhlandstrasse
1384,19601385, Uhlandstrasse Ecke Kurfürstendamm,bus,"A66,A69,A29",," 52.50252020955797, 13.325204349014482",Uhlandstrasse
1385,19601386,Viersener Strasse Ecke Seegefelder Strasse ,bus,A63,,"52.54020417705652, 13.17462661157195 ",Viersener Strasse
1386,19601387, Viersener Strasse Ecke Falkenseer Chaussee,bus,A5,," 52.54873823655914, 13.17802517662475",Viersener Strasse
1387,19601388,"Waldstrasse, Moabit ",bus,A1,,"52.5289058489127, 13.330853260683844 ",Waldstrasse
1388,19601389, Waldstrasse Ecke Waidmannslust,bus,A20,," 52.60193428053164, 13.306047505406614",Waldstrasse Ecke Waidmannslust
1389,19601390,Weinmeisterhornweg Ecke Wilhelmstrasse ,bus,A13,,"52.511043998847086, 13.171645488962428 ",Weinmeisterhornweg
1390,19601391, Weinmeisterhornweg Ecke Gatower Strasse,bus,"A34,A35",," 52.50924681744358, 13.180314851039075",Weinmeisterhornweg
1391,19601392,Wismarer Strasse Ecke Goerzallee ,strassenbahn,77,,"52.42195291492597, 13.29850599537737 ",Wismarer Strasse
1392,19601393, Wismarer Strasse Ecke Ostpreußendamm,strassenbahn,96,," 52.417896574609436, 13.305198099285986",Wismarer Strasse
1393,19601394,Zentralschule ,bus,A22,,"52.43465069286089, 13.703692212644038 ",Zentralschule
1394,19601395, Waldschänke,bus,A22,," 52.443318139967566, 13.68593963431219",Waldschänke
1395,19601396,Wilhelmstrasse Ecke Pichelsdorferstrasse,bus,"A34,A35",,"52.52799171469617, 13.19527000737161",Wilhelmstrasse Ecke Pichelsdorferstrasse
1396,19601397,Köpenicker Strasse Ecke Manteuffelstrasse,bus,A28,,"52.505752241611106, 13.431927610647389",Köpenicker Strasse Ecke Manteuffelstrasse
1397,19601398,Lichterfelde Süd Lindenstrasse,strassenbahn,78,,"52.41370384479345, 13.30156889737024",Lichterfelde Süd Lindenstrasse
1398,19601399,Schloßstrasse Ecke Spandauer Damm,strassenbahn,60,,"52.519450730147675, 13.295992115231417",Schloßstrasse Ecke Spandauer Damm
